ccg_code,name,population,scrips_per_head,spend_per_head,drift
00C,NHS Darlington CCG,84625.0,0.021624815361890693,0.9061787887740032,0.289695737760698
00D,"NHS Durham Dales, Easington and Sedgefield CCG",232628.0,0.02903347834310573,1.047805165328327,0.8682434779246363
00F,NHS Gateshead CCG,168292.0,0.024267344852993606,0.8829839208043221,0.4960527375689712
00G,NHS Newcastle North and East CCG,125334.0,0.0313801522332328,1.1985008856335875,1.0514969042820161
00H,NHS Newcastle West CCG,103460.0,0.029982601971776532,1.2358549197757587,0.9423612144036728
00J,NHS North Durham CCG,198135.0,0.02729452141216847,1.026541751835871,0.7324470993895216
00K,NHS Hartlepool and Stockton-On-Tees CCG,228082.0,0.023758998956515637,1.135627362089071,0.4563556464238282
00L,NHS Northumberland CCG,264148.0,0.03635083362357466,1.5304304405106355,1.4396609350590772
00M,NHS South Tees CCG,230654.0,0.019045843557883236,0.7975282457707213,0.08830200275909199
00N,NHS South Tyneside CCG,125301.0,0.03843544744255832,1.5905392614584062,1.6024499048293983
00P,NHS Sunderland CCG,231625.0,0.021202374527792767,0.7761525310307571,0.25670703378806276
00Q,NHS Blackburn with Darwen CCG,124909.0,0.019614279195254145,0.7971051725656273,0.1326915443354119
00R,NHS Blackpool CCG,139228.0,0.030489556698365273,1.4650079725342624,0.9819496681067243
00T,NHS Bolton CCG,229563.0,0.01707156641096344,0.8079697512229768,-0.06587069813226776
00V,NHS Bury CCG,154052.0,0.018948147378807154,0.71163892711552,0.08067283893149826
00W,NHS Central Manchester CCG,159701.0,0.02055090450278959,0.8075196147801191,0.20583327806374455
00X,NHS Chorley and South Ribble CCG,139469.0,0.006288135714746646,0.28679269228287274,-0.9079564396930891
00Y,NHS Oldham CCG,176981.0,0.016877517925653035,0.6923647171165278,-0.08102408180530375
01A,NHS East Lancashire CCG,288876.0,0.030639443913651532,1.2183016934601782,0.9936544669217339
01C,NHS Eastern Cheshire CCG,164531.0,0.02086536883626794,0.7631400769459898,0.230390020617341
01D,"NHS Heywood, Middleton and Rochdale CCG",174292.0,0.01323067036926537,0.5791450554242283,-0.3658089907450326
01E,NHS Greater Preston CCG,167553.0,0.009966995517836147,0.42973948541655616,-0.6206716717323902
01F,NHS Halton CCG,101262.0,0.004582172977029883,0.20474432659832933,-1.0411762783080252
01G,NHS Salford CCG,188062.0,0.02064744605502441,0.825871148876436,0.2133722762634188
01H,NHS Cumbria CCG,411612.0,0.01613655578554561,0.5689025830150707,-0.13888634019026816
01J,NHS Knowsley CCG,126171.0,0.0019101061258133803,0.13317862266289396,-1.249839871490495
01K,NHS Lancashire North CCG,131046.0,0.02548723349053004,0.9750229690337748,0.5913147053879776
01M,NHS North Manchester CCG,137482.0,0.0208390916629086,0.793080475989583,0.22833801753615238
01N,NHS South Manchester CCG,131660.0,0.025649399969618715,1.1217005924350625,0.6039784006113912
01R,NHS South Cheshire CCG,139532.0,0.029634779118768453,1.1079391107416245,0.9151994814303375
01T,NHS South Sefton CCG,126822.0,0.003903108293513744,0.15230504171200568,-1.0942049204624253
01V,NHS Southport and Formby CCG,101234.0,0.008435900981883557,0.24600657881739274,-0.7402359286028586
01W,NHS Stockport CCG,237826.0,0.023676973922111124,1.0239658826200595,0.44995025338436545
01X,NHS St Helens CCG,155786.0,0.0032287882094668326,0.15987206809340979,-1.146863053483414
01Y,NHS Tameside and Glossop CCG,187054.0,0.01526831823965272,0.5819574026751633,-0.20668762516914496
02A,NHS Trafford CCG,181553.0,0.01909635202943493,0.8435314205769103,0.0922462450804744
02D,NHS Vale Royal CCG,79614.0,0.04206546587283644,1.4970045469389806,1.8859206153902428
02E,NHS Warrington CCG,154616.0,0.0042686397268070575,0.19177918197340488,-1.0656603119106607
02F,NHS West Cheshire CCG,206392.0,0.02004922671421373,0.7672473254777328,0.16665690418806248
02G,NHS West Lancashire CCG,90171.0,0.0027725100087611317,0.16084916436548335,-1.1824941413833063
02H,NHS Wigan Borough CCG,256569.0,0.026990790001909817,0.9983107857925143,0.7087284984128671
02M,NHS Fylde & Wyre CCG,126659.0,0.022280295912647345,0.927965245264845,0.34088267828197955
02N,"NHS Airedale, Wharfdale and Craven CCG",124811.0,0.004895401847593561,0.18173558420331534,-1.0167160139285814
02P,NHS Barnsley CCG,180064.0,0.019737426692731472,0.7920484383330331,0.14230821964551857
02Q,NHS Bassetlaw CCG,90256.0,0.01813729835135614,0.832892328487856,0.0173530640091715
02R,NHS Bradford Districts CCG,251063.0,0.007707228862875055,0.26735126243213764,-0.7971384505345146
02T,NHS Calderdale CCG,166522.0,0.011073611895124968,0.5068294279434541,-0.5342552149530522
02V,NHS Leeds North CCG,161520.0,0.005448241703813769,0.24332633729569117,-0.9735443579496638
02W,NHS Bradford City CCG,71481.0,0.00341349449504064,0.1377975965641218,-1.1324392088053996
02X,NHS Doncaster CCG,247262.0,0.014551366566637818,0.4839512743567573,-0.2626748891709285
02Y,NHS East Riding of Yorkshire CCG,247261.0,0.006446629270285245,0.24207671246173013,-0.8955795656714333
03A,NHS Greater Huddersfield CCG,185941.0,0.014612161922330202,0.6679719373349622,-0.25792733678023744
03C,NHS Leeds West CCG,291181.0,0.005941321720854039,0.3088164062902446,-0.9350393901434673
03D,"NHS Hambleton, Richmondshire and Whitby CCG",115576.0,0.0059787499134768465,0.2608579635910576,-0.932116596069118
03E,NHS Harrogate and Rural District CCG,130748.0,0.013774589286260594,0.575838942087067,-0.32333397722938273
03F,NHS Hull CCG,226105.0,0.008036089427478384,0.2717848787067959,-0.7714574960947314
03G,NHS Leeds South and East CCG,198646.0,0.010027888807224912,0.4084271518178075,-0.615916471629977
03H,NHS North East Lincolnshire CCG,131600.0,0.031117021276595744,1.1823866261398186,1.0309488214881921
03J,NHS North Kirklees CCG,141150.0,0.007545164718384697,0.3308444916755227,-0.8097941543766567
03K,NHS North Lincolnshire CCG,133511.0,0.016358202694909035,0.6731690272711608,-0.12157777603346001
03L,NHS Rotherham CCG,202117.0,0.005580925899355324,0.23622001118164168,-0.9631829551323572
03M,NHS Scarborough and Ryedale CCG,96832.0,0.028213813615333774,1.345833608724389,0.8042352787196048
03N,NHS Sheffield CCG,448552.0,0.03231955269400203,1.399561076530684,1.1248553516921675
03Q,NHS Vale of York CCG,277850.0,0.006611481014936116,0.3037795933057399,-0.8827061761581472
03R,NHS Wakefield CCG,283387.0,0.019866825224869173,0.7614027813555282,0.1524130426802033
03T,NHS Lincolnshire East CCG,199805.0,0.021335802407347164,0.8878513050224015,0.2671265114167242
03V,NHS Corby CCG,40408.0,0.06454167491585824,2.4259787665808723,3.6411037006869544
03W,NHS East Leicestershire and Rutland CCG,254405.0,0.017138027947563923,0.7263382795149471,-0.06068066966079769
03X,NHS Erewash CCG,79014.0,0.01812337054192928,0.8126290277672321,0.016265431505199247
03Y,NHS Hardwick CCG,83276.0,0.024989192564484366,0.8722808492242663,0.552422336683466
04C,NHS Leicester City CCG,283732.0,0.015606276345283578,0.6738959652066018,-0.18029623730623645
04D,NHS Lincolnshire West CCG,180787.0,0.03112502558259167,1.1752470586933792,1.0315738834133013
04E,NHS Mansfield and Ashfield CCG,147551.0,0.004737345053574696,0.21329824941884543,-1.029058780933779
04F,NHS Milton Keynes CCG,201834.0,0.012604417491602009,0.5106504850520711,-0.41471352157090097
04G,NHS Nene CCG,492344.0,0.03587735404513917,1.39093694652517,1.4026865793875896
04H,NHS Newark & Sherwood CCG,103252.0,0.004513229767946383,0.2139514004571343,-1.0465601023415982
04J,NHS North Derbyshire CCG,236688.0,0.020093963361049145,0.7280689346312416,0.17015042062885175
04K,NHS Nottingham City CCG,271805.0,0.015091701771490591,0.6763073526977054,-0.22047973027502177
04L,NHS Nottingham North and East CCG,115117.0,0.022915816082767968,1.0263097544237596,0.39051089854036525
04M,NHS Nottingham West CCG,76516.0,0.01219352815097496,0.48701722515552226,-0.4468001612358413
04N,NHS Rushcliffe CCG,98578.0,0.012720891071030048,0.5636454381302107,-0.40561801724876406
04Q,NHS South West Lincolnshire CCG,104115.0,0.027114248667339,1.1727521490659376,0.7183694730487515
04R,NHS Southern Derbyshire CCG,413961.0,0.01759344479310853,0.7833098045468083,-0.02511684559558016
04V,NHS West Leicestershire CCG,292840.0,0.021967627373309657,0.9150074101898679,0.3164661705648865
04X,NHS Birmingham South and Central CCG,185324.0,0.004802400120869396,0.23135945695106916,-1.0239785846466767
04Y,NHS Cannock Chase CCG,102246.0,0.019345500068462335,0.6083802789351164,0.11170239193329579
05A,NHS Coventry and Rugby CCG,360985.0,0.008634707813344045,0.37912395251880254,-0.7247109623083661
05C,NHS Dudley CCG,249868.0,0.03235708454063746,1.3416552739846712,1.1277862401817862
05D,NHS East Staffordshire CCG,106340.0,0.0075606545044197854,0.3106901448185063,-0.8085845460129147
05F,NHS Herefordshire CCG,149031.0,0.015828921499553783,0.7437298951224913,-0.16290971949754635
05G,NHS North Staffordshire CCG,166227.0,0.0044457278300155815,0.2087784174652734,-1.051831376489926
05H,NHS Warwickshire North CCG,147421.0,0.005121387047978239,0.21399061192096053,-0.9990686695528749
05J,NHS Redditch and Bromsgrove CCG,135026.0,0.01706338038599973,0.8908282849229067,-0.06650995062029258
05L,NHS Sandwell and West Birmingham CCG,405504.0,0.015698982007575756,0.6154912405303008,-0.17305678646935352
05N,NHS Shropshire CCG,243102.0,0.01582051978181998,0.7551502661434286,-0.16356581558677494
05P,NHS Solihull CCG,186319.0,0.015629109215914642,0.6287445188091398,-0.1785132022648866
05Q,NHS South East Staffs and Seisdon Peninsular CCG,168479.0,0.014256969711358685,0.6030524278990272,-0.28566454813705666
05R,NHS South Warwickshire CCG,221203.0,0.013620972590787648,0.46541263002762023,-0.3353300137939652
05T,NHS South Worcestershire CCG,234038.0,0.027991180919337885,1.2924092668711933,0.7868497337863808
05V,NHS Stafford and Surrounds CCG,117347.0,0.0068173877474498705,0.3037873997630953,-0.8666267735611571
05W,NHS Stoke on Trent CCG,215439.0,0.0044003174912620275,0.22631250609221143,-1.0553775020098155
05X,NHS Telford and Wrekin CCG,134097.0,0.02245389531458571,1.0633026838780897,0.35443917854928964
05Y,NHS Walsall CCG,204933.0,0.025242396295374586,1.0955950481376862,0.5721951953867229
06A,NHS Wolverhampton CCG,204901.0,0.0198632510334259,0.967090643774307,0.15213393153860294
06D,NHS Wyre Forest CCG,90218.0,0.016903500410117716,0.9725977077745015,-0.07899509118864319
06F,NHS Bedfordshire CCG,338882.0,0.025312645699683077,1.0152054992593278,0.577681021130665
06H,NHS Cambridgeshire and Peterborough CCG,675672.0,0.022903124592997787,0.942855512733981,0.389519811114136
06K,NHS East and North Hertfordshire CCG,444661.0,0.01783830828428848,0.7711934709812645,-0.005995282119145924
06L,NHS Ipswich and East Suffolk CCG,310118.0,0.015052334917676498,0.6177582726575049,-0.22355391577505815
06M,NHS Great Yarmouth and Waveney CCG,189366.0,0.03941573460916954,1.6174581498262703,1.6790012240610392
06N,NHS Herts Valleys CCG,466108.0,0.012913316227140492,0.5979165558196854,-0.39059140050284585
06P,NHS Luton CCG,156631.0,0.01930013854217875,0.7643442868908467,0.10816007821376279
06Q,NHS Mid Essex CCG,301985.0,0.023819063860787786,1.0387597397221777,0.46104615734569443
06T,NHS North East Essex CCG,263332.0,0.018026673552777484,0.760466027676086,0.008714295126573854
06V,NHS North Norfolk CCG,139856.0,0.036630534263814206,1.5785091093696375,1.4615029561826316
06W,NHS Norwich CCG,167174.0,0.04318853410219292,1.9108809384234478,1.9736218089512907
06Y,NHS South Norfolk CCG,176910.0,0.029868294613080097,1.2941004465547479,0.9334348717929195
07G,NHS Thurrock CCG,124246.0,0.033385380615874954,1.2052078135312185,1.2080866090953863
07H,NHS West Essex CCG,229117.0,0.01102929944089701,0.49840186454955454,-0.5377156058926463
07J,NHS West Norfolk CCG,134276.0,0.05295063898239447,1.720879531710804,2.735951494078593
07K,NHS West Suffolk CCG,190836.0,0.019540338300949506,0.8301459892263506,0.12691744752278653
07L,NHS Barking and Dagenham CCG,142339.0,0.015933791863087417,0.699434378490784,-0.15472031852379545
07M,NHS Barnet CCG,288647.0,0.013511313126413925,0.720828104917081,-0.34389339904470057
07N,NHS Bexley CCG,177099.0,0.02433667044986138,1.0362339143642827,0.5014664225354843
07P,NHS Brent CCG,283283.0,0.0045608102145204615,0.2592492313340367,-1.042844511564798
07Q,NHS Bromley CCG,255750.0,0.011781036168132942,0.6168073118279576,-0.4790119523665878
07R,NHS Camden CCG,203003.0,0.008522041546184047,0.4176582612079606,-0.7335091509185643
07T,NHS City and Hackney CCG,219452.0,0.00807921550042834,0.4382078541093261,-0.768089750509515
07V,NHS Croydon CCG,301680.0,0.010285733227260674,0.43523392336250155,-0.595781218224091
07W,NHS Ealing CCG,299269.0,0.0036722814591554757,0.1845733437141832,-1.1122303514647234
07X,NHS Enfield CCG,211687.0,0.008007104829299862,0.4126029940430899,-0.773720923897867
