ccg_code,year,month,registered_patients,diabetes_patients,total_spend,per_capita_spend
11C,2013,Feb,119827.0,5537.0,104759.29999999997,18.91986635362109
11D,2013,Feb,122029.0,4965.0,84637.05999999998,17.04673917421953
11E,2013,Feb,159904.0,6968.0,119030.48000000003,17.082445464982783
11H,2013,Feb,376986.0,16988.0,272869.91,16.062509418412997
11J,2013,Feb,619106.0,33342.0,596974.3500000001,17.904575310419293
11M,2013,Feb,496709.0,28502.0,489701.22,17.181293242579468
11N,2013,Feb,453574.0,24704.0,400898.6200000001,16.228085330310886
11T,2013,Feb,170640.0,8910.0,144883.73999999996,16.260801346801344
11X,2013,Feb,438437.0,24405.0,391025.7900000001,16.022363859864786
12A,2013,Feb,204972.0,9937.0,178779.58000000005,17.99130321022442
12D,2013,Feb,172928.0,9539.0,181051.89999999994,18.980176119090046
12F,2013,Feb,268747.0,16122.0,271964.5099999999,16.86915457139312
13P,2013,Feb,541399.0,34308.0,747224.48,21.779890404570363
99A,2013,Feb,396128.0,21579.0,387457.42999999993,17.955300523657257
99C,2013,Feb,175585.0,10420.0,181396.41999999998,17.408485604606525
99D,2013,Feb,126824.0,7786.0,136512.96000000002,17.533131261238122
99E,2013,Feb,207630.0,11082.0,224488.86999999997,20.257071828189854
99F,2013,Feb,144540.0,8329.0,167089.89,20.06121863368952
99G,2013,Feb,144959.0,7842.0,141170.70000000004,18.001874521805668
99H,2013,Feb,226936.0,9905.0,171845.36,17.349354871277132
99J,2013,Feb,362243.0,17766.0,336852.33,18.96050489699426
99K,2013,Feb,132882.0,6554.0,109741.29,16.744169972535854
99M,2013,Feb,170761.0,8171.0,159624.46999999994,19.53548770040386
99N,2013,Feb,362681.0,18353.0,362087.8900000001,19.729084618318534
99P,2013,Feb,722197.0,37713.0,591641.3400000002,15.687994590724688
99Q,2013,Feb,234969.0,13203.0,208543.79000000004,15.795182155570707
00C,2013,Mar,84625.0,5293.0,84577.15999999997,15.97905913470621
00D,2013,Mar,232628.0,15116.0,277177.75000000006,18.336712754697015
00F,2013,Mar,168292.0,9968.0,154815.40999999997,15.531240971107541
00G,2013,Mar,125410.0,5168.0,95089.27999999998,18.399628482972133
00H,2013,Mar,103460.0,6240.0,105481.29000000001,16.904052884615385
00J,2013,Mar,198135.0,11861.0,222356.27000000008,18.74684006407555
00K,2013,Mar,228082.0,12036.0,231493.67,19.23343885011632
00L,2013,Mar,264148.0,16865.0,252016.35000000003,14.943157426623186
00M,2013,Mar,230654.0,13128.0,250230.84999999992,19.060850853138323
00N,2013,Mar,125301.0,8055.0,148656.00999999998,18.455122284295467
00P,2013,Mar,230622.0,13458.0,258179.49999999997,19.184091246842026
00Q,2013,Mar,124909.0,8330.0,166352.21999999994,19.970254501800714
00R,2013,Mar,139228.0,9034.0,168889.82000000004,18.694910338720394
00T,2013,Mar,229563.0,15613.0,274400.06000000006,17.575101517965802
00V,2013,Mar,154052.0,8335.0,143557.06000000003,17.223402519496105
00W,2013,Mar,156609.0,8184.0,195927.93999999992,23.94036412512218
00X,2013,Mar,139469.0,8394.0,147397.43000000002,17.55985584941625
00Y,2013,Mar,177319.0,10749.0,257071.31,23.915834961391756
01A,2013,Mar,288876.0,17288.0,333343.79,19.28180182785747
01C,2013,Mar,164531.0,8938.0,153857.47999999998,17.21385992392034
01D,2013,Mar,172515.0,10590.0,204824.74999999997,19.34133616619452
01E,2013,Mar,167553.0,9236.0,155782.81000000003,16.866913165872674
01F,2013,Mar,101262.0,6894.0,123207.48,17.871697127937335
01G,2013,Mar,189822.0,10151.0,166428.83000000002,16.39531376219092
01H,2013,Mar,411612.0,21957.0,401873.95999999985,18.30277178120872
01J,2013,Mar,126163.0,8044.0,151271.0,18.80544505221283
01K,2013,Mar,131046.0,7155.0,131331.24,18.355169811320753
01M,2013,Mar,138202.0,8034.0,182557.15999999995,22.723071944236985
01N,2013,Mar,131660.0,6960.0,153833.83999999994,22.102563218390795
01R,2013,Mar,139532.0,8137.0,168458.53000000003,20.702781123264106
01T,2013,Mar,126822.0,7054.0,141333.17,20.035890275021266
01V,2013,Mar,101234.0,5915.0,101283.92999999998,17.123234150464917
01W,2013,Mar,237826.0,12937.0,259175.62999999998,20.033673185437117
01X,2013,Mar,155786.0,10213.0,169510.51000000004,16.597523744247532
01Y,2013,Mar,187054.0,11485.0,264746.65,23.051515019590774
02A,2013,Mar,181553.0,10048.0,189950.67,18.904326234076436
02D,2013,Mar,79614.0,4671.0,100043.4,21.417983301220293
02E,2013,Mar,153629.0,9234.0,155183.63999999998,16.805679012345678
02F,2013,Mar,206635.0,11097.0,187587.31999999998,16.904327295665492
02G,2013,Mar,90171.0,5223.0,90621.97,17.35055906567107
02H,2013,Mar,257240.0,16023.0,283697.4999999999,17.70564188978343
02M,2013,Mar,126659.0,7684.0,140862.74999999997,18.33195601249349
02N,2013,Mar,124811.0,7088.0,126328.78,17.82290914221219
02P,2013,Mar,178639.0,11357.0,241057.39999999988,21.225446860966795
02Q,2013,Mar,90256.0,5504.0,108984.95,19.80104469476744
02R,2013,Mar,251063.0,16471.0,292146.10000000003,17.73699836075527
02T,2013,Mar,166522.0,9125.0,183484.44,20.107883835616438
02V,2013,Mar,161520.0,8139.0,150997.18,18.552301265511733
02W,2013,Mar,71481.0,6542.0,140337.78,21.4518159584225
02X,2013,Mar,247262.0,16386.0,357782.78,21.834662516782622
02Y,2013,Mar,247261.0,14872.0,260790.57999999996,17.535676438945668
03A,2013,Mar,185941.0,9791.0,176329.3999999999,18.009335103666622
03C,2013,Mar,291181.0,12123.0,232775.11,19.20111441062443
03D,2013,Mar,115576.0,5882.0,117171.21,19.920300918055084
03E,2013,Mar,130748.0,5802.0,105082.17999999998,18.111371940710097
03F,2013,Mar,226105.0,12574.0,234114.4299999999,18.618930332431994
03G,2013,Mar,198646.0,11317.0,223316.78,19.732860298665724
03H,2013,Mar,131600.0,8080.0,163438.26000000004,20.22750742574258
03J,2013,Mar,141150.0,8899.0,169076.22,18.999462860995617
03K,2013,Mar,133511.0,8430.0,184259.62,21.857606168446026
03L,2013,Mar,200329.0,11951.0,262904.66,21.99854907539118
03M,2013,Mar,97630.0,5068.0,102060.72,20.138263614838202
03N,2013,Mar,448552.0,25323.0,439616.7399999999,17.360373573431264
03Q,2013,Mar,277850.0,13002.0,233810.88000000003,17.982685740655285
03R,2013,Mar,283387.0,16918.0,313885.2899999999,18.553333136304524
03T,2013,Mar,199805.0,14784.0,297692.65,20.13613704004329
03V,2013,Mar,39766.0,2106.0,55313.850000000006,26.264886039886044
03W,2013,Mar,254405.0,13555.0,295828.06000000006,21.824275912947257
03X,2013,Mar,79014.0,4601.0,68380.65,14.862127798304716
03Y,2013,Mar,83276.0,5924.0,100938.5,17.038909520594192
04C,2013,Mar,283277.0,19916.0,427918.48,21.48616589676642
04D,2013,Mar,176674.0,9985.0,192822.87999999992,19.311254882323478
04E,2013,Mar,147551.0,8714.0,175727.55,20.166117741565294
04F,2013,Mar,201834.0,9533.0,219974.53000000003,23.075058218818842
04G,2013,Mar,492344.0,26742.0,516459.5499999998,19.312674818637344
04H,2013,Mar,103252.0,5563.0,115083.2,20.687255078195218
04J,2013,Mar,229141.0,13693.0,226903.06999999995,16.570734681954278
04K,2013,Mar,270997.0,13297.0,216617.12000000005,16.290676092351664
04L,2013,Mar,115117.0,6674.0,107171.67999999998,16.0580881030866
04M,2013,Mar,76516.0,4178.0,68395.18,16.370315940641454
04N,2013,Mar,98578.0,4373.0,71594.41000000002,16.371920878115713
04Q,2013,Mar,104115.0,5897.0,121788.54,20.65262675936917
04R,2013,Mar,413961.0,25607.0,383083.68,14.960115593392432
04V,2013,Mar,292840.0,16174.0,332551.76,20.560885371584025
04X,2013,Mar,182869.0,12522.0,261113.88,20.852410158121707
04Y,2013,Mar,102246.0,6120.0,157309.49999999997,25.704166666666662
05A,2013,Mar,360435.0,19712.0,410703.37,20.835195312499998
05C,2013,Mar,250159.0,14779.0,302882.48999999993,20.49411259219162
05D,2013,Mar,106340.0,6137.0,132963.68,21.665908424311553
05F,2013,Mar,149031.0,8594.0,153788.52999999997,17.894872003723524
05G,2013,Mar,162423.0,10565.0,192095.17999999993,18.182222432560334
05H,2013,Mar,147421.0,8935.0,210654.02999999994,23.576276440962502
05J,2013,Mar,135026.0,6962.0,161929.66,23.259072105716747
05L,2013,Mar,398593.0,29965.0,658627.4799999997,21.979892541298174
05N,2013,Mar,243102.0,13064.0,249964.02000000005,19.13380434782609
05P,2013,Mar,186319.0,10750.0,218730.76999999996,20.34704837209302
05Q,2013,Mar,168479.0,9473.0,202614.03999999995,21.388582286498465
05R,2013,Mar,221203.0,10292.0,205464.00999999992,19.963467741935478
05T,2013,Mar,234038.0,13611.0,273065.97000000003,20.062153405333923
05V,2013,Mar,117347.0,6083.0,130048.33999999997,21.37898076606937
05W,2013,Mar,215439.0,14890.0,257234.79999999993,17.27567494963062
05X,2013,Mar,134097.0,7812.0,159099.38999999996,20.366025345622113
05Y,2013,Mar,204402.0,15762.0,277646.95999999996,17.61495749270397
06A,2013,Mar,204901.0,14617.0,284167.9,19.440918109051108
06D,2013,Mar,90218.0,5279.0,120165.31,22.762892593294183
06F,2013,Mar,338882.0,18990.0,339873.2399999999,17.8974849921011
06H,2013,Mar,675672.0,34771.0,615330.7099999998,17.696664174168124
06K,2013,Mar,444661.0,22263.0,406096.7299999998,18.240880833670207
06L,2013,Mar,310118.0,15868.0,262505.81999999995,16.54309427779178
06M,2013,Mar,189366.0,11777.0,205881.09999999998,17.481625201664258
06N,2013,Mar,466617.0,21206.0,349853.8499999999,16.497870885598413
06P,2013,Mar,156631.0,10478.0,200977.04999999996,19.18085989692689
06Q,2013,Mar,301985.0,15807.0,302526.98,19.138798000885682
06T,2013,Mar,263332.0,15400.0,307592.00000000006,19.9735064935065
06V,2013,Mar,139856.0,8236.0,140905.88999999998,17.108534482758618
06W,2013,Mar,167174.0,7296.0,137425.45,18.835725054824564
06Y,2013,Mar,176910.0,9468.0,182468.41999999998,19.272118715673848
07G,2013,Mar,119924.0,6902.0,160770.43,23.293310634598665
07H,2013,Mar,229117.0,12391.0,231982.48999999996,18.72185376482931
07J,2013,Mar,134276.0,9583.0,195291.43999999997,20.378946050297397
07K,2013,Mar,190836.0,10002.0,200448.07,20.040798840231954
07L,2013,Mar,142339.0,8796.0,182938.00999999995,20.797863801728052
07M,2013,Mar,288647.0,16334.0,306849.53,18.785939145341008
07N,2013,Mar,179414.0,10323.0,198752.86999999994,19.253402111789203
07P,2013,Mar,276239.0,19022.0,309422.95,16.266583429712963
07Q,2013,Mar,253757.0,12722.0,233289.06000000003,18.337451658544257
07R,2013,Mar,203003.0,7334.0,116920.52000000003,15.942257976547591
07T,2013,Mar,218009.0,11105.0,261166.15,23.51788833858622
07V,2013,Mar,301680.0,17273.0,296324.7,17.155369652058127
07W,2013,Mar,299269.0,19285.0,320120.11,16.59943531241898
07X,2013,Mar,211081.0,13198.0,248008.71,18.791385816032733
07Y,2013,Mar,205967.0,12366.0,251395.71999999997,20.32959081352094
08A,2013,Mar,212653.0,10883.0,213041.79999999996,19.575650096480746
08C,2013,Mar,157333.0,6639.0,125811.40999999999,18.95035547522217
08D,2013,Mar,216825.0,11316.0,188983.07000000004,16.700518734535173
08E,2013,Mar,187967.0,13719.0,203356.66,14.822994387346016
08F,2013,Mar,204491.0,11013.0,215369.10000000006,19.55589757559249
08G,2013,Mar,214206.0,12692.0,250629.53000000003,19.74704774661204
08H,2013,Mar,175636.0,8352.0,125157.29000000001,14.98530771072797
08J,2013,Mar,149041.0,6666.0,117537.06999999999,17.632323732373237
08K,2013,Mar,306348.0,12883.0,211668.28000000003,16.430045796786466
08L,2013,Mar,231350.0,12411.0,226857.67,18.27875835951978
08M,2013,Mar,268967.0,18291.0,375727.61000000004,20.541665846591222
08N,2013,Mar,213037.0,14936.0,284850.25999999995,19.071388591322975
08P,2013,Mar,155429.0,5114.0,89763.98999999998,17.552598748533434
08Q,2013,Mar,259187.0,11571.0,194354.33000000002,16.79667530896206
08R,2013,Mar,168414.0,8517.0,158973.52000000002,18.66543618645063
08T,2013,Mar,142037.0,7444.0,148255.40000000002,19.916093498119295
08V,2013,Mar,209768.0,12269.0,228892.96000000002,18.65620343956313
08W,2013,Mar,221026.0,12986.0,244074.74999999994,18.795221777298625
08X,2013,Mar,299669.0,11673.0,217735.49000000005,18.652916131243042
08Y,2013,Mar,195192.0,7745.0,147540.51000000004,19.049775338928345
09A,2013,Mar,165985.0,5820.0,109081.22000000002,18.742477663230243
09C,2013,Mar,93487.0,5141.0,110347.58999999998,21.464226804123708
09D,2013,Mar,246425.0,9457.0,186838.88999999998,19.75667653589933
09E,2013,Mar,170878.0,9221.0,190292.16999999998,20.636825723891118
09F,2013,Mar,152396.0,8483.0,145782.63,17.185268183425677
09G,2013,Mar,395058.0,22445.0,485818.17,21.644828246825572
09H,2013,Mar,97051.0,5375.0,122753.36,22.83783441860465
09J,2013,Mar,191882.0,10425.0,228689.68999999992,21.936660911270977
09L,2013,Mar,129916.0,5887.0,117870.18,20.022113130626803
09N,2013,Mar,169943.0,7130.0,134891.44999999998,18.91885694249649
09P,2013,Mar,147619.0,8451.0,190964.30999999997,22.596652467163647
09W,2013,Mar,215197.0,13577.0,273833.8100000002,20.16894822125655
09X,2013,Mar,178339.0,8173.0,161306.87,19.736555732289244
09Y,2013,Mar,277925.0,14210.0,292027.43999999994,20.550840253342713
10A,2013,Mar,158284.0,9803.0,223456.03999999995,22.794658777925118
10C,2013,Mar,72551.0,3529.0,71132.28,20.156497591385662
10D,2013,Mar,83012.0,5459.0,103047.73999999999,18.876669719728888
10E,2013,Mar,111096.0,7364.0,156234.31999999998,21.215958718087993
10G,2013,Mar,105928.0,4946.0,112462.72,22.738115649009302
10H,2013,Mar,252815.0,12259.0,244591.32999999996,19.95198058569214
10J,2013,Mar,168882.0,8878.0,164807.09999999998,18.56353908537959
10K,2013,Mar,160950.0,8763.0,166065.34,18.950740613944994
10L,2013,Mar,117428.0,6720.0,131994.31,19.642010416666665
10M,2013,Mar,89777.0,3572.0,67163.90999999999,18.802886338185886
10N,2013,Mar,84359.0,3567.0,67169.58000000002,18.83083263246426
10Q,2013,Mar,548978.0,24080.0,467452.6899999999,19.412487126245843
10R,2013,Mar,171378.0,8414.0,153936.79,18.295316139767056
10T,2013,Mar,103562.0,7765.0,142472.80999999997,18.348075981970375
10V,2013,Mar,168161.0,9562.0,185296.96999999997,19.378474168583974
10W,2013,Mar,100369.0,4261.0,85855.05,20.149037784557617
10X,2013,Mar,213671.0,10428.0,206062.68000000002,19.760517836593788
10Y,2013,Mar,156171.0,7601.0,149048.82,19.609106696487306
11A,2013,Mar,437677.0,20904.0,433783.3999999999,20.75121507845388
11C,2013,Mar,119827.0,5537.0,110052.81999999999,19.875893082896873
11D,2013,Mar,122029.0,4965.0,91962.66,18.52218731117825
11E,2013,Mar,159904.0,6968.0,127024.28000000003,18.229661308840416
11H,2013,Mar,376986.0,16988.0,310318.86999999994,18.266945490934773
11J,2013,Mar,619106.0,33342.0,653485.4799999995,19.59946853818006
11M,2013,Mar,496709.0,28502.0,524834.91,18.413967791733914
11N,2013,Mar,453574.0,24704.0,421645.91000000003,17.067920579663213
11T,2013,Mar,170640.0,8910.0,160386.07,18.00068125701459
11X,2013,Mar,438437.0,24405.0,433929.41999999987,17.780349108789178
12A,2013,Mar,204972.0,9937.0,198255.38999999998,19.951231760088557
12D,2013,Mar,172928.0,9539.0,195638.21999999997,20.509300765279377
12F,2013,Mar,267463.0,16018.0,298163.41000000003,18.614272068922464
13P,2013,Mar,541399.0,34308.0,800617.6500000001,23.33617960825464
99A,2013,Mar,396128.0,21579.0,413851.8500000001,19.178453589137593
99C,2013,Mar,175585.0,10420.0,190715.74000000002,18.302854126679463
99D,2013,Mar,126824.0,7786.0,158240.0,20.323657847418442
99E,2013,Mar,207630.0,11082.0,244793.44000000003,22.089283522829817
99F,2013,Mar,144540.0,8329.0,164703.18000000002,19.774664425501264
99G,2013,Mar,144959.0,7842.0,148366.95,18.919529456771233
99H,2013,Mar,226936.0,9905.0,189976.7,19.179878849066128
99J,2013,Mar,362243.0,17766.0,358470.4799999999,20.17733198243836
99K,2013,Mar,132882.0,6554.0,115493.08999999997,17.6217714372902
99M,2013,Mar,170761.0,8171.0,185674.5699999999,22.723604210011
99N,2013,Mar,362681.0,18353.0,391712.89,21.343262136980332
99P,2013,Mar,722197.0,37713.0,632607.8199999998,16.774264046880383
99Q,2013,Mar,234969.0,13203.0,228573.27000000002,17.312222222222225
00C,2012,Apr,84625.0,5293.0,82900.09999999999,15.662214245229547
00D,2012,Apr,232628.0,15116.0,272113.62999999995,18.001695554379463
00F,2012,Apr,168292.0,9968.0,157142.51,15.764698033707866
00G,2012,Apr,125410.0,5168.0,97577.82,18.881157120743037
00H,2012,Apr,103460.0,6240.0,107126.48999999999,17.16770673076923
00J,2012,Apr,198135.0,11861.0,208408.89,17.570937526346853
00K,2012,Apr,228082.0,12036.0,222461.4499999999,18.483005151213018
00L,2012,Apr,264148.0,16865.0,253094.59,15.007091016898903
00M,2012,Apr,230654.0,13128.0,247924.10000000003,18.885138634978674
00N,2012,Apr,125301.0,8055.0,142166.48999999996,17.649471135940406
00P,2012,Apr,231625.0,13478.0,250693.43999999992,18.60019587475886
00Q,2012,Apr,124909.0,8330.0,154797.93999999997,18.58318607442977
00R,2012,Apr,139228.0,9034.0,158633.32000000004,17.559588222271422
00T,2012,Apr,229563.0,15613.0,258476.00000000006,16.555178376993535
00V,2012,Apr,154052.0,8335.0,149322.11999999997,17.91507138572285
00W,2012,Apr,159701.0,8333.0,192898.63999999993,23.148762750510013
00X,2012,Apr,139469.0,8394.0,130850.45999999999,15.588570407433881
00Y,2012,Apr,177319.0,10749.0,242645.11000000004,22.573738022141598
01A,2012,Apr,288876.0,17288.0,340001.2599999999,19.666893799167045
01C,2012,Apr,164531.0,8938.0,147656.12000000002,16.520040277466997
01D,2012,Apr,174292.0,10737.0,198937.81999999995,18.528249976716022
01E,2012,Apr,167553.0,9236.0,160867.02000000002,17.417390645300998
01F,2012,Apr,101262.0,6894.0,122117.59000000001,17.713604583695968
01G,2012,Apr,189822.0,10151.0,191428.68000000005,18.858110530982174
01H,2012,Apr,411612.0,21957.0,397828.7499999999,18.118538507082018
01J,2012,Apr,126163.0,8044.0,140451.22000000006,17.460370462456495
01K,2012,Apr,131046.0,7155.0,126566.71,17.689267645003493
01M,2012,Apr,138202.0,8034.0,176189.01999999996,21.93042320139407
01N,2012,Apr,131660.0,6960.0,150441.78,21.61519827586207
01R,2012,Apr,139532.0,8137.0,159874.86000000002,19.647887427798945
01T,2012,Apr,126822.0,7054.0,129149.16000000002,18.308641905301958
01V,2012,Apr,101234.0,5915.0,98049.24,16.57637193575655
01W,2012,Apr,237826.0,12937.0,246303.06,19.038653474530417
01X,2012,Apr,155786.0,10213.0,168262.83000000007,16.47535787721532
01Y,2012,Apr,187054.0,11485.0,251736.03000000006,21.91867914671311
02A,2012,Apr,181553.0,10048.0,186645.78,18.575416003184714
02D,2012,Apr,79614.0,4671.0,91747.98999999999,19.64204453007921
02E,2012,Apr,154616.0,9255.0,152968.62999999998,16.528215018908696
02F,2012,Apr,206635.0,11097.0,189709.42999999993,17.095560061277816
02G,2012,Apr,90171.0,5223.0,85735.94999999998,16.41507754164273
02H,2012,Apr,257240.0,16023.0,287757.75999999983,17.959043874430495
02M,2012,Apr,126659.0,7684.0,132438.28,17.235590838105153
02N,2012,Apr,124811.0,7088.0,126160.96999999999,17.799233916478553
02P,2012,Apr,180064.0,11475.0,228466.67999999996,19.909950326797382
02Q,2012,Apr,90256.0,5504.0,104411.23999999999,18.970065406976744
02R,2012,Apr,251063.0,16471.0,288856.29000000004,17.537264889806327
02T,2012,Apr,166522.0,9125.0,179108.92,19.62837479452055
02V,2012,Apr,161520.0,8139.0,149291.61000000004,18.34274603759676
02W,2012,Apr,71481.0,6542.0,136923.94,20.929981656985632
02X,2012,Apr,247262.0,16386.0,359867.32999999996,21.961877822531427
02Y,2012,Apr,247261.0,14872.0,258762.15999999995,17.39928456159225
03A,2012,Apr,185941.0,9791.0,173721.41,17.742969053212136
03C,2012,Apr,291181.0,12123.0,233651.37,19.273395199208117
03D,2012,Apr,115576.0,5882.0,108558.58,18.456065963957837
03E,2012,Apr,130748.0,5802.0,106822.71999999999,18.411361599448465
03F,2012,Apr,226105.0,12574.0,223757.49000000002,17.795251312231592
03G,2012,Apr,198646.0,11317.0,216544.24000000005,19.134420782893
03H,2012,Apr,131600.0,8080.0,152084.69999999998,18.822363861386137
03J,2012,Apr,141150.0,8899.0,180953.36999999994,20.334124058883013
03K,2012,Apr,133511.0,8430.0,167643.85,19.886577698695138
03L,2012,Apr,202117.0,12042.0,238884.2,19.83758511875104
03M,2012,Apr,97630.0,5068.0,94471.77999999997,18.6408405682715
03N,2012,Apr,448552.0,25323.0,428240.10999999987,16.911112822335422
03Q,2012,Apr,277850.0,13002.0,221659.38999999996,17.04809952315028
03R,2012,Apr,283387.0,16918.0,306948.7199999999,18.143321905662603
03T,2012,Apr,199805.0,14784.0,295328.81,19.976245265151515
03V,2012,Apr,40408.0,2119.0,51218.780000000006,24.171203397829167
03W,2012,Apr,254405.0,13555.0,280407.76999999996,20.68666691257838
03X,2012,Apr,79014.0,4601.0,67812.93999999999,14.738739404477284
03Y,2012,Apr,83276.0,5924.0,100893.50000000001,17.031313301823094
04C,2012,Apr,283732.0,19958.0,398124.13,19.948097504759996
04D,2012,Apr,180787.0,10219.0,190225.54999999993,18.614888932380854
04E,2012,Apr,147551.0,8714.0,159121.02,18.260387881569887
04F,2012,Apr,201834.0,9533.0,193655.04,20.314176020140565
04G,2012,Apr,492344.0,26742.0,497434.2700000001,18.60123663151597
04H,2012,Apr,103252.0,5563.0,107683.26999999999,19.357050152795253
04J,2012,Apr,236688.0,14307.0,229292.44999999998,16.026591878101627
04K,2012,Apr,271805.0,13328.0,212938.10000000003,15.976748199279715
04L,2012,Apr,115117.0,6674.0,102682.45000000001,15.385443512136652
04M,2012,Apr,76516.0,4178.0,66016.45000000001,15.80096936333174
04N,2012,Apr,98578.0,4373.0,72657.67999999998,16.61506517265035
04Q,2012,Apr,104115.0,5897.0,119657.03999999996,20.29117178226216
04R,2012,Apr,413961.0,25607.0,379838.8100000001,14.833397508493775
04V,2012,Apr,292840.0,16174.0,311986.32999999996,19.289373686162975
04X,2012,Apr,185324.0,12671.0,274249.8399999999,21.64389866624575
04Y,2012,Apr,102246.0,6120.0,144769.0,23.655065359477124
05A,2012,Apr,360985.0,19750.0,386652.54000000015,19.577343797468362
05C,2012,Apr,250159.0,14779.0,286224.5100000001,19.366974084850135
05D,2012,Apr,106340.0,6137.0,127837.61000000002,20.830635489652927
05F,2012,Apr,149031.0,8594.0,156143.53,18.168900395624853
05G,2012,Apr,166227.0,10840.0,185724.16000000003,17.133225092250925
05H,2012,Apr,147421.0,8935.0,208043.49000000002,23.28410632344712
05J,2012,Apr,135026.0,6962.0,152490.76,21.903297902901468
05L,2012,Apr,403256.0,30299.0,666573.89,21.99986435195881
05N,2012,Apr,243102.0,13064.0,251939.61999999997,19.28502908756889
05P,2012,Apr,186319.0,10750.0,198783.16999999998,18.4914576744186
05Q,2012,Apr,168479.0,9473.0,185527.89,19.584913966008656
05R,2012,Apr,221203.0,10292.0,188961.28,18.360015546055187
05T,2012,Apr,234038.0,13611.0,271258.93,19.929390199103665
05V,2012,Apr,117347.0,6083.0,122936.12,20.20978464573401
05W,2012,Apr,215439.0,14890.0,259067.49999999994,17.39875755540631
05X,2012,Apr,134097.0,7812.0,162007.78000000003,20.738323092677934
05Y,2012,Apr,206247.0,15964.0,263125.43000000005,16.48242483086946
06A,2012,Apr,204901.0,14617.0,272892.49999999994,18.669528631046038
06D,2012,Apr,90218.0,5279.0,119808.04000000001,22.695215002841447
06F,2012,Apr,338882.0,18990.0,330524.3,17.405176408636123
06H,2012,Apr,675672.0,34771.0,600031.9299999998,17.256677403583442
06K,2012,Apr,444661.0,22263.0,398583.13000000006,17.903388132776357
06L,2012,Apr,310118.0,15868.0,267658.62999999995,16.867823922359463
06M,2012,Apr,189366.0,11777.0,191152.19000000003,16.23097478135349
06N,2012,Apr,466617.0,21206.0,353921.36,16.68968027916627
06P,2012,Apr,156631.0,10478.0,188780.88,18.01688108417637
06Q,2012,Apr,301985.0,15807.0,287572.3400000001,18.19272094641615
06T,2012,Apr,263332.0,15400.0,293460.92,19.055903896103896
06V,2012,Apr,139856.0,8236.0,152325.13999999996,18.495038853812524
06W,2012,Apr,167174.0,7296.0,135719.50999999998,18.601906524122803
06Y,2012,Apr,176910.0,9468.0,186932.74000000002,19.743635403464303
07G,2012,Apr,124246.0,7144.0,154046.91000000003,21.563117301231806
07H,2012,Apr,229117.0,12391.0,216784.86,17.495348236623354
07J,2012,Apr,134276.0,9583.0,201764.80999999994,21.054451633100275
07K,2012,Apr,190836.0,10002.0,195133.59999999998,19.509458108378322
07L,2012,Apr,142339.0,8796.0,187223.59,21.285082992269214
07M,2012,Apr,288647.0,16334.0,292813.4000000001,17.926619321660347
07N,2012,Apr,179414.0,10323.0,181082.76,17.54167974426039
07P,2012,Apr,283283.0,19622.0,303578.69999999995,15.471343390072365
07Q,2012,Apr,255750.0,12846.0,226809.37999999998,17.656031449478434
07R,2012,Apr,203003.0,7334.0,104783.06,14.287300245432233
07T,2012,Apr,219452.0,11207.0,243788.59,21.753242616222003
07V,2012,Apr,301680.0,17273.0,279672.43,16.191306084640768
07W,2012,Apr,299269.0,19285.0,294825.79999999993,15.287829919626649
07X,2012,Apr,211081.0,13198.0,244391.13000000006,18.51728519472648
07Y,2012,Apr,205967.0,12366.0,224755.28999999998,18.175262008733622
08A,2012,Apr,212653.0,10883.0,201826.22999999995,18.54509142699623
08C,2012,Apr,157333.0,6639.0,115748.86000000002,17.434682934176838
08D,2012,Apr,216825.0,11316.0,187324.91000000006,16.55398639095087
08E,2012,Apr,187967.0,13719.0,220073.43999999994,16.041507398498428
08F,2012,Apr,204491.0,11013.0,214179.51,19.447880686461456
08G,2012,Apr,214206.0,12692.0,232165.69999999992,18.292286479672228
08H,2012,Apr,175636.0,8352.0,119466.57999999999,14.303948754789271
08J,2012,Apr,149041.0,6666.0,113747.14000000001,17.063777377737775
08K,2012,Apr,307823.0,12936.0,204384.64999999994,15.799679189857756
08L,2012,Apr,234814.0,12686.0,212835.70999999993,16.777211887119655
08M,2012,Apr,271513.0,18477.0,391402.05,21.183203442117225
08N,2012,Apr,213037.0,14936.0,265247.21,17.758918719871453
08P,2012,Apr,157999.0,5179.0,80557.37,15.554618652249468
08Q,2012,Apr,260188.0,11595.0,185763.05999999994,16.02096248382923
08R,2012,Apr,168414.0,8517.0,148607.84999999998,17.448379711165902
08T,2012,Apr,142037.0,7444.0,142791.43999999997,19.182084900591075
08V,2012,Apr,209768.0,12269.0,213845.7199999999,17.429759556606072
08W,2012,Apr,221026.0,12986.0,250466.33000000005,19.287411828122597
08X,2012,Apr,300906.0,11763.0,203512.7200000001,17.30108985802942
08Y,2012,Apr,200588.0,7889.0,132741.39999999997,16.826137660032952
09A,2012,Apr,165985.0,5820.0,95432.12999999998,16.397273195876284
09C,2012,Apr,95496.0,5250.0,108409.59000000001,20.649445714285715
09D,2012,Apr,246425.0,9457.0,184626.62999999995,19.522748228825204
09E,2012,Apr,170878.0,9221.0,188877.37999999998,20.48339442576727
09F,2012,Apr,152396.0,8483.0,144338.25000000003,17.015000589414125
09G,2012,Apr,395188.0,22450.0,486771.00999999995,21.68245033407572
09H,2012,Apr,97051.0,5375.0,111515.73999999999,20.74711441860465
09J,2012,Apr,191882.0,10425.0,221325.92,21.23030407673861
