ccg_code,year,month,registered_patients,diabetes_patients,total_spend,per_capita_spend
03M,2013,Jan,97630.0,5068.0,101582.76,20.043954222573007
03N,2013,Jan,448552.0,25323.0,445536.4800000001,17.594142874067057
03Q,2013,Jan,277850.0,13002.0,234968.6399999999,18.071730502999532
03R,2013,Jan,283387.0,16918.0,316188.30000000005,18.68946092918785
03T,2013,Jan,199805.0,14784.0,295798.2100000001,20.007995806277062
03V,2013,Jan,39766.0,2106.0,55682.12999999998,26.439757834757827
03W,2013,Jan,254405.0,13555.0,292852.81999999995,21.60478199926226
03X,2013,Jan,79014.0,4601.0,65917.32999999999,14.326739839165397
03Y,2013,Jan,83276.0,5924.0,101852.32,17.193166779203242
04C,2013,Jan,283277.0,19916.0,433097.61000000004,21.74621460132557
04D,2013,Jan,176674.0,9985.0,193131.51999999996,19.342165247871804
04E,2013,Jan,147551.0,8714.0,175237.01999999996,20.109825568051406
04F,2013,Jan,201834.0,9533.0,216973.74999999988,22.760280079723056
04G,2013,Jan,492344.0,26742.0,524247.12000000005,19.603886021987886
04H,2013,Jan,103252.0,5563.0,112436.24999999997,20.211441668164653
04J,2013,Jan,229141.0,13693.0,234842.25000000003,17.15053311911196
04K,2013,Jan,270997.0,13297.0,231564.8,17.414815371888395
04L,2013,Jan,115117.0,6674.0,110284.76,16.52453700928978
04M,2013,Jan,76516.0,4178.0,66736.18999999999,15.973238391574913
04N,2013,Jan,98578.0,4373.0,75403.45,17.242956780242395
04Q,2013,Jan,104115.0,5897.0,123315.80999999997,20.91161777174834
04R,2013,Jan,413961.0,25607.0,379473.2899999999,14.819123286601316
04V,2013,Jan,292840.0,16174.0,329317.93,20.360945344379868
04X,2013,Jan,182869.0,12522.0,278710.0999999999,22.257634563168818
04Y,2013,Jan,102246.0,6120.0,158960.56000000003,25.973947712418305
05A,2013,Jan,360435.0,19712.0,405297.59999999986,20.560957792207784
05C,2013,Jan,250159.0,14779.0,310798.8999999999,21.029765207388856
05D,2013,Jan,106340.0,6137.0,134586.87,21.930400847319536
05F,2013,Jan,149031.0,8594.0,157419.44999999998,18.317366767512215
05G,2013,Jan,162423.0,10565.0,186215.03999999995,17.625654519640317
05H,2013,Jan,147421.0,8935.0,219951.12999999995,24.61680246222719
05J,2013,Jan,135026.0,6962.0,158512.56,22.7682505027291
05L,2013,Jan,399741.0,30005.0,685090.4000000005,22.832541243126162
05N,2013,Jan,243102.0,13064.0,248347.19000000006,19.010042100428663
05P,2013,Jan,186319.0,10750.0,220076.74,20.47225488372093
05Q,2013,Jan,168479.0,9473.0,204993.65,21.639781484218304
05R,2013,Jan,221203.0,10292.0,203536.31999999995,19.776167897396032
05T,2013,Jan,234038.0,13611.0,282629.37,20.764776283888033
05V,2013,Jan,117347.0,6083.0,132221.22999999995,21.73618773631431
05W,2013,Jan,215439.0,14890.0,268311.41,18.019570852921422
05X,2013,Jan,134097.0,7812.0,153505.35999999996,19.649943676395285
05Y,2013,Jan,204402.0,15762.0,281745.9999999998,17.87501586093134
06A,2013,Jan,204901.0,14617.0,299240.35,20.472077033591024
06D,2013,Jan,90218.0,5279.0,124772.54000000001,23.635639325629857
06F,2013,Jan,338882.0,18990.0,342622.3399999999,18.042250658241176
06H,2013,Jan,675672.0,34771.0,602604.2000000001,17.33065485605821
06K,2013,Jan,444661.0,22263.0,404092.85000000003,18.150871400979206
06L,2013,Jan,310118.0,15868.0,254180.25000000003,16.018417569952106
06M,2013,Jan,189366.0,11777.0,201446.34,17.10506410800713
06N,2013,Jan,466617.0,21206.0,370570.25999999995,17.474783551824952
06P,2013,Jan,156631.0,10478.0,201332.68,19.21480053445314
06Q,2013,Jan,301985.0,15807.0,307420.86000000004,19.448400075915735
06T,2013,Jan,263332.0,15400.0,301585.9199999999,19.583501298701293
06V,2013,Jan,139856.0,8236.0,143052.29999999996,17.36914764448761
06W,2013,Jan,167174.0,7296.0,141315.59,19.368913103070174
06Y,2013,Jan,176910.0,9468.0,179830.25,18.9934780312632
07G,2013,Jan,121933.0,6998.0,164249.8799999999,23.470974564161175
07H,2013,Jan,229117.0,12391.0,225671.47999999998,18.212531676216607
07J,2013,Jan,134276.0,9583.0,187311.70000000004,19.546248565167488
07K,2013,Jan,190836.0,10002.0,201299.88999999996,20.12596380723855
07L,2013,Jan,142339.0,8796.0,188605.36999999988,21.442174852205536
07M,2013,Jan,288647.0,16334.0,310241.8000000001,18.993620668544146
07N,2013,Jan,179414.0,10323.0,191342.44,18.535545868449095
07P,2013,Jan,276239.0,19022.0,312164.73,16.410720744401218
07Q,2013,Jan,253757.0,12722.0,227152.84999999995,17.855121050149343
07R,2013,Jan,203003.0,7334.0,116488.67999999998,15.883376056722113
07T,2013,Jan,218009.0,11105.0,268423.11,24.17137415578568
07V,2013,Jan,301680.0,17273.0,307343.95999999996,17.79331673710415
07W,2013,Jan,299269.0,19285.0,325915.30000000016,16.899937775473173
07X,2013,Jan,211081.0,13198.0,250874.34999999992,19.008512653432334
07Y,2013,Jan,205967.0,12366.0,259121.75000000003,20.95437085557173
08A,2013,Jan,212653.0,10883.0,206582.09000000003,18.982090416245523
08C,2013,Jan,157333.0,6639.0,131968.36,19.877746648591653
08D,2013,Jan,216825.0,11316.0,195532.08000000005,17.27925768822906
08E,2013,Jan,187967.0,13719.0,214632.46,15.644905605364823
08F,2013,Jan,204491.0,11013.0,222400.14999999997,20.194329428856804
08G,2013,Jan,214206.0,12692.0,261678.34999999992,20.61758194138039
08H,2013,Jan,175636.0,8352.0,132874.84,15.909343869731801
08J,2013,Jan,149041.0,6666.0,122764.90000000001,18.416576657665768
08K,2013,Jan,307823.0,12936.0,226122.17999999993,17.480069573283853
08L,2013,Jan,231350.0,12411.0,234654.05999999997,18.906942228668115
08M,2013,Jan,271513.0,18477.0,420075.41000000003,22.735044108892136
08N,2013,Jan,213037.0,14936.0,283209.99999999994,18.961569362613815
08P,2013,Jan,155429.0,5114.0,90567.29,17.709677356276885
08Q,2013,Jan,260188.0,11595.0,207065.82000000007,17.858199223803368
08R,2013,Jan,168414.0,8517.0,160862.08999999997,18.887177409886107
08T,2013,Jan,142037.0,7444.0,149194.38,20.042232670607202
08V,2013,Jan,209768.0,12269.0,237425.12999999992,19.351628494579828
08W,2013,Jan,221026.0,12986.0,259269.90999999995,19.96534036654859
08X,2013,Jan,300906.0,11763.0,224541.50999999992,19.088796225452683
08Y,2013,Jan,195192.0,7745.0,145593.23999999996,18.798352485474496
09A,2013,Jan,165985.0,5820.0,109067.56999999998,18.740132302405495
09C,2013,Jan,95496.0,5250.0,112768.20999999996,21.47965904761904
09D,2013,Jan,246425.0,9457.0,177568.4,18.776398435021676
09E,2013,Jan,170878.0,9221.0,194577.18,21.10152694935473
09F,2013,Jan,152396.0,8483.0,144287.44999999998,17.009012141930917
09G,2013,Jan,395058.0,22445.0,493698.8599999998,21.995939407440403
09H,2013,Jan,97051.0,5375.0,126073.26,23.455490232558137
09J,2013,Jan,191882.0,10425.0,234832.73,22.52592134292566
09L,2013,Jan,129916.0,5887.0,117021.04999999999,19.877874978766773
09N,2013,Jan,169943.0,7130.0,134971.91999999998,18.930143057503503
09P,2013,Jan,147619.0,8451.0,189054.95,22.370719441486216
09W,2013,Jan,216659.0,13690.0,291611.8799999999,21.301086924762593
09X,2013,Jan,178339.0,8173.0,156506.67999999993,19.149232839838486
09Y,2013,Jan,280371.0,14295.0,286989.84,20.07623924449108
10A,2013,Jan,158284.0,9803.0,215566.36,21.989835764561867
10C,2013,Jan,72551.0,3529.0,72190.08,20.45624256163219
10D,2013,Jan,83012.0,5459.0,112178.36,20.549250778530865
10E,2013,Jan,111096.0,7364.0,153524.05000000002,20.84791553503531
10G,2013,Jan,105928.0,4946.0,104622.18,21.152887181560857
10H,2013,Jan,252815.0,12259.0,248876.81999999998,20.301559670446203
10J,2013,Jan,168882.0,8878.0,166798.03999999995,18.78779454832169
10K,2013,Jan,160950.0,8763.0,168650.64,19.245765148921603
10L,2013,Jan,117428.0,6720.0,134038.41999999998,19.94619345238095
10M,2013,Jan,89777.0,3572.0,66241.84000000001,18.544748040313554
10N,2013,Jan,84359.0,3567.0,65085.1,18.24645360246706
10Q,2013,Jan,548978.0,24080.0,465812.92,19.344390365448504
10R,2013,Jan,171378.0,8414.0,151392.67,17.992948657000237
10T,2013,Jan,103562.0,7765.0,148563.33000000002,19.13243142305216
10V,2013,Jan,168161.0,9562.0,181070.06,18.936421250784356
10W,2013,Jan,100369.0,4261.0,81246.87999999999,19.06756160525698
10X,2013,Jan,213671.0,10428.0,205307.28000000003,19.688078250863065
10Y,2013,Jan,156171.0,7601.0,153843.06,20.23984475726878
11A,2013,Jan,437677.0,20904.0,427443.04,20.44790662074244
11C,2013,Jan,119827.0,5537.0,106338.56999999999,19.205087592559146
11D,2013,Jan,122029.0,4965.0,84828.86999999998,17.085371601208454
11E,2013,Jan,159904.0,6968.0,124032.86999999998,17.800354477611936
11H,2013,Jan,376986.0,16988.0,303774.5600000001,17.881714151165536
11J,2013,Jan,619106.0,33342.0,644307.96,19.324214504228898
11M,2013,Jan,496709.0,28502.0,515005.86000000004,18.069113044698618
11N,2013,Jan,453574.0,24704.0,416804.1599999999,16.871930051813468
11T,2013,Jan,170640.0,8910.0,164990.25000000003,18.517424242424244
11X,2013,Jan,438437.0,24405.0,415842.48999999993,17.039233353820936
12A,2013,Jan,204972.0,9937.0,194512.39,19.574558719935595
12D,2013,Jan,172928.0,9539.0,197728.65000000005,20.72844637802705
12F,2013,Jan,268747.0,16122.0,296011.61,18.360725096141916
13P,2013,Jan,542524.0,34368.0,822353.2900000002,23.927877385940413
99A,2013,Jan,396128.0,21579.0,427819.97000000003,19.825755132304558
99C,2013,Jan,175585.0,10420.0,191776.24,18.404629558541266
99D,2013,Jan,126824.0,7786.0,156445.60999999996,20.093194194708445
99E,2013,Jan,207630.0,11082.0,248628.35999999993,22.43533297238765
99F,2013,Jan,144540.0,8329.0,172559.89,20.717960139272424
99G,2013,Jan,145859.0,7894.0,156406.12,19.813291107170002
99H,2013,Jan,226936.0,9905.0,191499.36,19.3336052498738
99J,2013,Jan,362243.0,17766.0,370776.9500000001,20.87002983226388
99K,2013,Jan,132882.0,6554.0,119048.61,18.164267622825754
99M,2013,Jan,170761.0,8171.0,175371.23,21.46263982376698
99N,2013,Jan,362681.0,18353.0,384163.4199999999,20.931914128480354
99P,2013,Jan,722197.0,37713.0,620458.7300000002,16.452118102511076
99Q,2013,Jan,234969.0,13203.0,225345.91999999998,17.06778156479588
00C,2013,Feb,84625.0,5293.0,73110.04,13.812590213489512
00D,2013,Feb,232628.0,15116.0,259575.26,17.172218840963218
00F,2013,Feb,168292.0,9968.0,139970.11999999994,14.041946227929367
00G,2013,Feb,125410.0,5168.0,89504.94,17.319067337461302
00H,2013,Feb,103460.0,6240.0,98591.52999999998,15.799924679487177
00J,2013,Feb,198135.0,11861.0,208278.10999999993,17.559911474580552
00K,2013,Feb,228082.0,12036.0,210988.88,17.529817215021602
00L,2013,Feb,264148.0,16865.0,226775.90999999992,13.446540764897712
00M,2013,Feb,230654.0,13128.0,231428.64000000004,17.62862888482633
00N,2013,Feb,125301.0,8055.0,140335.28,17.422132836747362
00P,2013,Feb,231625.0,13478.0,239515.2599999999,17.770830983825487
00Q,2013,Feb,124909.0,8330.0,149623.25999999998,17.961975990396155
00R,2013,Feb,139228.0,9034.0,155405.14,17.202251494354662
00T,2013,Feb,229563.0,15613.0,257830.85,16.513857042208418
00V,2013,Feb,154052.0,8335.0,134805.75,16.173455308938212
00W,2013,Feb,158649.0,8256.0,189987.78999999995,23.01208696705426
00X,2013,Feb,139469.0,8394.0,127638.70000000001,15.205944722420778
00Y,2013,Feb,177319.0,10749.0,232445.63,21.624860917294633
01A,2013,Feb,288876.0,17288.0,316983.9799999999,18.335491670522902
01C,2013,Feb,164531.0,8938.0,145168.97999999995,16.241774446184824
01D,2013,Feb,172515.0,10590.0,192343.26000000007,18.162725212464597
01E,2013,Feb,167553.0,9236.0,155849.27999999997,16.874110004330877
01F,2013,Feb,101262.0,6894.0,115858.95000000001,16.80576588337685
01G,2013,Feb,189822.0,10151.0,156023.21,15.370230519160673
01H,2013,Feb,411612.0,21957.0,370361.22999999986,16.8675697955094
01J,2013,Feb,126163.0,8044.0,139643.4,17.35994530084535
01K,2013,Feb,131046.0,7155.0,122369.16,17.102607966457022
01M,2013,Feb,138202.0,8034.0,161983.41999999998,20.162237988548664
01N,2013,Feb,131660.0,6960.0,150895.62999999998,21.680406609195398
01R,2013,Feb,139532.0,8137.0,152094.91999999998,18.69176846503625
01T,2013,Feb,126822.0,7054.0,124619.49999999996,17.66650127587184
01V,2013,Feb,101234.0,5915.0,94051.82999999999,15.90056297548605
01W,2013,Feb,237826.0,12937.0,231928.22,17.927511787895185
01X,2013,Feb,155786.0,10213.0,159234.93000000002,15.591396259669052
01Y,2013,Feb,187054.0,11485.0,237630.15000000005,20.690478885502834
02A,2013,Feb,181553.0,10048.0,177093.68999999997,17.62477010350318
02D,2013,Feb,79614.0,4671.0,90805.23,19.440211946050095
02E,2013,Feb,153629.0,9234.0,144990.93999999997,15.701856183669046
02F,2013,Feb,206635.0,11097.0,180732.81,16.286636928899703
02G,2013,Feb,90171.0,5223.0,86107.30000000002,16.486176526900252
02H,2013,Feb,257240.0,16023.0,267995.77,16.72569244211446
02M,2013,Feb,126659.0,7684.0,124236.98000000001,16.168269130661116
02N,2013,Feb,124811.0,7088.0,122012.82999999999,17.213999717832955
02P,2013,Feb,178639.0,11357.0,225979.16000000003,19.897786387250157
02Q,2013,Feb,90256.0,5504.0,96425.34,17.519138808139534
02R,2013,Feb,251063.0,16471.0,270209.42,16.40516179952644
02T,2013,Feb,166522.0,9125.0,169853.40999999997,18.614072328767122
02V,2013,Feb,161520.0,8139.0,141655.65,17.404552156284556
02W,2013,Feb,71481.0,6542.0,137027.05,20.94574289208193
02X,2013,Feb,247262.0,16386.0,340532.8900000001,20.781941291346275
02Y,2013,Feb,247261.0,14872.0,242365.77,16.296783889187736
03A,2013,Feb,185941.0,9791.0,161923.02000000002,16.53794505157798
03C,2013,Feb,291181.0,12123.0,219032.59999999992,18.067524540130325
03D,2013,Feb,115576.0,5882.0,106264.49999999997,18.06604896293777
03E,2013,Feb,130748.0,5802.0,98724.54999999997,17.015606687349184
03F,2013,Feb,226105.0,12574.0,205033.35000000003,16.306135676793385
03G,2013,Feb,198646.0,11317.0,207568.4999999999,18.34130069806485
03H,2013,Feb,131600.0,8080.0,142564.75999999995,17.644153465346527
03J,2013,Feb,141150.0,8899.0,167143.48,18.782276660298912
03K,2013,Feb,133511.0,8430.0,162490.48999999996,19.275265717674966
03L,2013,Feb,200329.0,11951.0,243595.12000000002,20.38282319471174
03M,2013,Feb,97630.0,5068.0,95734.71999999997,18.890039463299125
03N,2013,Feb,448552.0,25323.0,398141.50000000006,15.722524977293372
03Q,2013,Feb,277850.0,13002.0,207877.1,15.988086448238732
03R,2013,Feb,283387.0,16918.0,294371.35000000003,17.39989064901289
03T,2013,Feb,199805.0,14784.0,265406.89,17.952305871212122
03V,2013,Feb,39766.0,2106.0,51380.49,24.39719373219373
03W,2013,Feb,254405.0,13555.0,262973.24,19.40046034673552
03X,2013,Feb,79014.0,4601.0,59496.75999999999,12.93126711584438
03Y,2013,Feb,83276.0,5924.0,96623.38,16.310496286293045
04C,2013,Feb,283277.0,19916.0,409631.3700000001,20.567953906406913
04D,2013,Feb,176674.0,9985.0,176499.06000000003,17.67642063094642
04E,2013,Feb,147551.0,8714.0,158297.44999999998,18.165876750057375
04F,2013,Feb,201834.0,9533.0,190842.38999999993,20.019132487149893
04G,2013,Feb,492344.0,26742.0,479710.31,17.938460474160497
04H,2013,Feb,103252.0,5563.0,104477.7,18.780819701599857
04J,2013,Feb,229141.0,13693.0,211601.75,15.4532790476886
04K,2013,Feb,270997.0,13297.0,208204.84999999995,15.658031886891775
04L,2013,Feb,115117.0,6674.0,98185.15,14.711589751273598
04M,2013,Feb,76516.0,4178.0,57412.31,13.741577309717568
04N,2013,Feb,98578.0,4373.0,67148.76,15.355307569174478
04Q,2013,Feb,104115.0,5897.0,113116.86,19.18210276411735
04R,2013,Feb,413961.0,25607.0,345538.13,13.493893466630219
04V,2013,Feb,292840.0,16174.0,307898.23,19.03661617410659
04X,2013,Feb,182869.0,12522.0,256217.64999999997,20.46139993611244
04Y,2013,Feb,102246.0,6120.0,148708.78,24.298820261437907
05A,2013,Feb,360435.0,19712.0,370994.6500000002,18.820751318993516
05C,2013,Feb,250159.0,14779.0,277644.48000000004,18.786418566885448
05D,2013,Feb,106340.0,6137.0,116743.94,19.022965618380315
05F,2013,Feb,149031.0,8594.0,148900.18999999997,17.326063532697226
05G,2013,Feb,162423.0,10565.0,174433.24000000002,16.510481779460484
05H,2013,Feb,147421.0,8935.0,194268.78999999998,21.742449916060433
05J,2013,Feb,135026.0,6962.0,150784.66999999998,21.658240448147083
05L,2013,Feb,399741.0,30005.0,606889.3999999999,20.226275620729876
05N,2013,Feb,243102.0,13064.0,228338.94,17.478485915492957
05P,2013,Feb,186319.0,10750.0,199929.31999999998,18.598076279069765
05Q,2013,Feb,168479.0,9473.0,185617.99999999997,19.594426264119072
05R,2013,Feb,221203.0,10292.0,188973.59,18.361211620676254
05T,2013,Feb,234038.0,13611.0,257363.71000000005,18.908508559253548
05V,2013,Feb,117347.0,6083.0,123949.29999999997,20.376343909255297
05W,2013,Feb,215439.0,14890.0,245088.58999999994,16.459945601074544
05X,2013,Feb,134097.0,7812.0,139945.05,17.914112903225806
05Y,2013,Feb,204402.0,15762.0,260224.86000000004,16.50963456414161
06A,2013,Feb,204901.0,14617.0,274717.7599999999,18.79440103988506
06D,2013,Feb,90218.0,5279.0,113677.58999999998,21.533924985792762
06F,2013,Feb,338882.0,18990.0,311100.4000000001,16.38232754081096
06H,2013,Feb,675672.0,34771.0,559550.8899999999,16.092458945673116
06K,2013,Feb,444661.0,22263.0,380269.4,17.08077976912366
06L,2013,Feb,310118.0,15868.0,231306.83,14.57693660196622
06M,2013,Feb,189366.0,11777.0,180919.10000000003,15.362070136707144
06N,2013,Feb,466617.0,21206.0,332586.68999999994,15.683612656795244
06P,2013,Feb,156631.0,10478.0,178043.85,16.99215976331361
06Q,2013,Feb,301985.0,15807.0,283290.26999999996,17.921823875498195
06T,2013,Feb,263332.0,15400.0,281023.44,18.248275324675326
06V,2013,Feb,139856.0,8236.0,130304.61999999994,15.821347741622139
06W,2013,Feb,167174.0,7296.0,125576.73,17.211722861842105
06Y,2013,Feb,176910.0,9468.0,171838.88999999998,18.149439163498098
07G,2013,Feb,121933.0,6998.0,169425.16000000006,24.210511574735648
07H,2013,Feb,229117.0,12391.0,210213.34999999995,16.965002824630776
07J,2013,Feb,134276.0,9583.0,185600.66000000003,19.367699050401757
07K,2013,Feb,190836.0,10002.0,189965.55999999997,18.992757448510297
07L,2013,Feb,142339.0,8796.0,168667.94999999998,19.175528649386084
07M,2013,Feb,288647.0,16334.0,282342.68000000005,17.285580996694016
07N,2013,Feb,179414.0,10323.0,177691.13999999998,17.213129904097645
07P,2013,Feb,276239.0,19022.0,289619.69,15.225512038692042
07Q,2013,Feb,253757.0,12722.0,207062.49000000002,16.27593853167741
07R,2013,Feb,203003.0,7334.0,108646.38000000003,14.814068721025366
07T,2013,Feb,218009.0,11105.0,252582.77999999988,22.744959927960366
07V,2013,Feb,301680.0,17273.0,274571.96999999986,15.89602095756382
07W,2013,Feb,299269.0,19285.0,293721.3000000001,15.230557428052895
07X,2013,Feb,211081.0,13198.0,226346.32000000004,17.15004697681467
07Y,2013,Feb,205967.0,12366.0,229804.09000000008,18.58354277858645
08A,2013,Feb,212653.0,10883.0,204878.56,18.82555912891666
08C,2013,Feb,157333.0,6639.0,118915.31,17.9116297635186
08D,2013,Feb,216825.0,11316.0,185751.8399999999,16.414973488865314
08E,2013,Feb,187967.0,13719.0,192509.0,14.03229098330782
08F,2013,Feb,204491.0,11013.0,203797.88999999998,18.505211114137836
08G,2013,Feb,214206.0,12692.0,234044.40000000002,18.44030885597227
08H,2013,Feb,175636.0,8352.0,110548.93,13.236222461685824
08J,2013,Feb,149041.0,6666.0,116413.86,17.463825382538253
08K,2013,Feb,306348.0,12883.0,188830.67999999996,14.657353100985793
08L,2013,Feb,231350.0,12411.0,203707.55000000005,16.413467891386677
08M,2013,Feb,268967.0,18291.0,373736.43000000017,20.432804658028548
08N,2013,Feb,213037.0,14936.0,247194.44,16.550243706480984
08P,2013,Feb,155429.0,5114.0,82290.71999999999,16.091263199061398
08Q,2013,Feb,260188.0,11595.0,184022.65000000005,15.870862440707207
08R,2013,Feb,168414.0,8517.0,148051.04,17.3830034049548
08T,2013,Feb,142037.0,7444.0,134502.9,18.068632455668993
08V,2013,Feb,209768.0,12269.0,213992.05000000002,17.44168636400685
08W,2013,Feb,221026.0,12986.0,233431.03,17.975591406129677
08X,2013,Feb,300906.0,11763.0,200835.41999999998,17.07348635552155
08Y,2013,Feb,195192.0,7745.0,127944.09000000003,16.519572627501617
09A,2013,Feb,165985.0,5820.0,98583.87999999999,16.93881099656357
09C,2013,Feb,93487.0,5141.0,100252.40999999999,19.500566037735847
09D,2013,Feb,246425.0,9457.0,175131.49,18.518715237390293
09E,2013,Feb,170878.0,9221.0,179040.22999999998,19.416574124281528
09F,2013,Feb,152396.0,8483.0,137031.87,16.153703878344924
09G,2013,Feb,395188.0,22450.0,454846.85,20.260438752783962
09H,2013,Feb,97051.0,5375.0,117157.26,21.79669953488372
09J,2013,Feb,191882.0,10425.0,220683.83999999994,21.168713669064743
09L,2013,Feb,129916.0,5887.0,103912.74999999997,17.65122303380329
09N,2013,Feb,171928.0,7196.0,124273.19000000002,17.26975958866037
09P,2013,Feb,147619.0,8451.0,172052.41999999998,20.358823807833392
09W,2013,Feb,216659.0,13690.0,263755.16,19.266264426588748
09X,2013,Feb,178339.0,8173.0,142710.44999999998,17.461207634895384
09Y,2013,Feb,280371.0,14295.0,269721.13,18.868214760405735
10A,2013,Feb,158284.0,9803.0,204375.52999999997,20.848263796796896
10C,2013,Feb,72551.0,3529.0,67540.35999999999,19.13866817795409
10D,2013,Feb,83012.0,5459.0,95189.80999999998,17.437224766440735
10E,2013,Feb,111096.0,7364.0,137236.29999999996,18.63610809342748
10G,2013,Feb,105928.0,4946.0,94526.93999999999,19.11179539021431
10H,2013,Feb,252815.0,12259.0,228863.9999999999,18.66905946651439
10J,2013,Feb,168882.0,8878.0,154334.65999999997,17.383944582113084
10K,2013,Feb,160950.0,8763.0,151074.03,17.239989729544675
10L,2013,Feb,117428.0,6720.0,127045.91999999998,18.905642857142855
10M,2013,Feb,89777.0,3572.0,62134.46999999999,17.394868421052628
10N,2013,Feb,84359.0,3567.0,64294.35,18.024768713204374
10Q,2013,Feb,548978.0,24080.0,433610.5500000001,18.007082641196018
10R,2013,Feb,171378.0,8414.0,145041.32999999993,17.238094841930106
10T,2013,Feb,103562.0,7765.0,131349.52,16.915585318737925
10V,2013,Feb,168161.0,9562.0,162437.70999999996,16.98783831834344
10W,2013,Feb,100369.0,4261.0,75087.41,17.622015958695144
10X,2013,Feb,213671.0,10428.0,196787.49,18.87106731875719
10Y,2013,Feb,156171.0,7601.0,139033.09999999998,18.29142218129193
11A,2013,Feb,437677.0,20904.0,391618.27999999997,18.734131266743205
