LA_code,LA_name,cycling_weekly,cycling_rank,walking_thriceweekly,walking_rank,weekly_greenspace_visits,greenspace_rank,hospital_experience_score,hospital_rank,number_gp_practices,gppractices_per_thousand,pct_canseegp,gp_rank,dentists_per_thousand,dentists_rank,public_bike_docks,overall_rank,overall_grade
E07000181,WEST OXFORDSHIRE,10.5,0.520384192702085,55.7,0.457726179185888,1.91717791411043,1.19094156875168,NA,NA,13,0.121381886087768,0.812753036437247,0.0846193747132584,0.0373482726423903,-0.930655752149713,NA,0.26460311264064,C
E07000051,PURBECK,11.3,0.746847683970585,52.7,-0.467362519800328,2.08383233532934,1.3886082191669,NA,NA,6,0.132450331125828,0.800670016750419,-0.243280702300618,0.0662251655629139,-0.126385349057368,NA,0.259685466395834,C
E09000020,KENSINGTON AND CHELSEA,11.4,0.795031405517074,64.7,1.61890522322588,0.775700934579439,-1.14152490614788,56,-0.265751040599807,42,0.26940346375882,0.790648804833202,-0.454829139083764,0.153944836433611,0.965124483710813,1486,0.252826004437053,C
E06000049,CHESHIRE EAST,10.1,0.313194190052181,53.4,-0.264999366897093,NA,NA,112,1.41052475395282,41,0.110185434023112,0.802979011509817,-0.169238749426517,0.0671862402579952,-0.103406194683301,NA,0.237214926599618,C
E07000139,NORTH KESTEVEN,15.8,1.55151583379696,57,0.833543463149038,1.10481099656357,-0.4793416272569,NA,NA,13,0.118938700823422,0.767723342939481,-1.0154324965591,NA,NA,NA,0.222571293282499,C
E09000001,CITY OF LONDON,7.7,-0.756484428279883,54.3,-0.00963634061443975,NA,NA,NA,NA,NA,NA,NA,NA,7.63157894736842,1.42470757119215,483,0.219528934099277,C
E07000108,DOVER,11.4,0.795031405517074,60,1.31054232356381,0.706840390879479,-1.27989156143853,NA,NA,18,0.161001788908766,0.811520737327189,0.0423096873566292,NA,NA,NA,0.216997963749745,C
E06000014,YORK,17.8,1.63824653258064,61.5,1.43581475155152,1.56865671641791,0.617708282547552,11,-1.65583340681418,20,0.1,0.781809019904258,-0.729842106901854,0.07,-0.0344687315611005,NA,0.211937553567097,C
E07000144,BROADLAND,11.3,0.746847683970585,53.6,-0.192726812288795,1.27891156462585,-0.0938916589472279,NA,NA,12,0.0958466453674121,0.823000473260767,0.349054920692191,NA,NA,NA,0.202321033356688,C
E07000042,MID DEVON,9,-0.178279769722011,59.1,1.19972440649775,0.571428571428571,-1.52203320819717,NA,NA,13,0.16602809706258,0.840486867392697,0.888503434489213,0.114942528735632,0.608947590912775,NA,0.199372490796112,C
E07000190,TAUNTON DEANE,15.7,1.53224234517836,53,-0.39508996519203,1.56687898089172,0.59794161750603,49,-0.776810734060973,15,0.134649910233393,0.917724288840263,1.68181007242601,0.0179533213644524,-1.48215545712732,NA,0.192989646455013,C
E06000036,BRACKNELL FOREST,8.9,-0.245736979887096,48.7,-1.44545109216596,2,1.28977489395929,NA,NA,13,0.112945264986968,0.823765020026702,0.359632342531348,0.156385751520417,0.999593215271914,NA,0.191562475941899,C
E07000030,EDEN,12.6,1.10822559556926,63.6,1.56108717953924,0,-1.72464152487277,NA,NA,10,0.189753320683112,0.870722433460076,1.44910679196455,0.0189753320683112,-1.45917630275325,NA,0.186920347889405,C
E08000003,MANCHESTER,11.2,0.713119078888042,56.6,0.722725546082981,0.779028132992327,-1.13164157362712,368,1.69671818229107,103,0.201644479248238,0.705954399849256,-1.70296491610432,0.135082223962412,0.792780825905311,NA,0.181789523905994,C
E09000032,WANDSWORTH,15.8,1.55151583379696,64.8,1.62854156384032,0.892093023255814,-0.973508253294942,48,-0.879022672753206,43,0.139474537787869,0.759000537345513,-1.13178413678983,0.142718131689912,0.873207866214545,1446,0.17815836683564,C
