ccg_code,year,month,registered_patients,diabetes_patients,total_spend,per_capita_spend
07K,2012,Jan,190836.0,10002.0,204187.64,20.414681063787246
07L,2012,Jan,142339.0,8796.0,185769.55,21.119776034561163
07M,2012,Jan,288647.0,16334.0,289758.99000000017,17.739622260315915
07N,2012,Jan,179414.0,10323.0,190002.33,18.405727986050564
07P,2012,Jan,283283.0,19622.0,326533.87000000005,16.641212414636634
07Q,2012,Jan,255750.0,12846.0,226456.13000000006,17.628532617157095
07R,2012,Jan,203003.0,7334.0,111244.76000000004,15.168361058085633
07T,2012,Jan,219452.0,11207.0,251757.74000000005,22.464329436959048
07V,2012,Jan,301680.0,17273.0,299118.88,17.317135413651364
07W,2012,Jan,299269.0,19285.0,321999.99,16.69691418200674
07X,2012,Jan,211081.0,13198.0,248682.92000000004,18.842470071222916
07Y,2012,Jan,205967.0,12366.0,243264.66,19.67205725376031
08A,2012,Jan,212653.0,10883.0,213798.46999999997,19.6451778002389
08C,2012,Jan,157333.0,6639.0,123414.16999999997,18.589270974544355
08D,2012,Jan,220815.0,11517.0,196826.68000000002,17.090099852392118
08E,2012,Jan,187967.0,13719.0,239029.59,17.423251694729938
08F,2012,Jan,204368.0,11007.0,218495.06999999998,19.850556009811935
08G,2012,Jan,214206.0,12692.0,236318.83999999997,18.61951150330917
08H,2012,Jan,175636.0,8352.0,126730.01000000001,15.173612308429119
08J,2012,Jan,149041.0,6666.0,114456.74999999999,17.170229522952294
08K,2012,Jan,307823.0,12936.0,209723.38000000003,16.21238249845393
08L,2012,Jan,234814.0,12686.0,223337.93000000005,17.605070944348103
08M,2012,Jan,271513.0,18477.0,414927.0599999998,22.456408507874645
08N,2012,Jan,213037.0,14936.0,303534.25999999995,20.32232592394215
08P,2012,Jan,157999.0,5179.0,83277.84999999998,16.07990924888974
08Q,2012,Jan,260188.0,11595.0,191628.56999999998,16.52682794307891
08R,2012,Jan,168414.0,8517.0,165659.2,19.45041681343196
08T,2012,Jan,142037.0,7444.0,143829.43,19.321524717893606
08V,2012,Jan,209768.0,12269.0,239433.02999999994,19.515284864292113
08W,2012,Jan,221026.0,12986.0,253753.15999999995,19.540517480363466
08X,2012,Jan,300906.0,11763.0,209657.15999999995,17.823442999234885
08Y,2012,Jan,200588.0,7889.0,138886.69000000006,17.605107111167456
09A,2012,Jan,165985.0,5820.0,105385.55000000003,18.10748281786942
09C,2012,Jan,95496.0,5250.0,108379.61000000002,20.643735238095243
09D,2012,Jan,246425.0,9457.0,191898.09999999992,20.291646399492432
09E,2012,Jan,170878.0,9221.0,187475.21,20.331331742761087
09F,2012,Jan,152396.0,8483.0,145230.50000000003,17.12018153954969
09G,2012,Jan,395188.0,22450.0,505488.22000000003,22.516179064587973
09H,2012,Jan,97051.0,5375.0,119818.97000000002,22.29190139534884
09J,2012,Jan,191882.0,10425.0,236136.15,22.65094964028777
09L,2012,Jan,129916.0,5887.0,111856.42,19.000580941056565
09N,2012,Jan,169943.0,7130.0,123379.13000000002,17.304225806451615
09P,2012,Jan,147619.0,8451.0,184697.08999999997,21.855057389658025
09W,2012,Jan,216659.0,13690.0,289308.95000000007,21.13286705624544
09X,2012,Jan,178339.0,8173.0,167349.61,20.47590970267955
09Y,2012,Jan,280371.0,14295.0,284585.26,19.908027981811824
10A,2012,Jan,158284.0,9803.0,208493.01999999993,21.26828725900234
10C,2012,Jan,72551.0,3529.0,64576.850000000006,18.29890903938793
10D,2012,Jan,83012.0,5459.0,116505.46000000002,21.34190511082616
10E,2012,Jan,111096.0,7364.0,154631.56999999998,20.998312058663767
10G,2012,Jan,105928.0,4946.0,110983.28999999998,22.438999191265665
10H,2012,Jan,253062.0,12263.0,244493.33999999994,19.937481855989557
10J,2012,Jan,168882.0,8878.0,153183.09000000003,17.254234061725615
10K,2012,Jan,160950.0,8763.0,160426.62,18.30727148236905
10L,2012,Jan,117428.0,6720.0,130033.53999999998,19.350229166666665
10M,2012,Jan,89777.0,3572.0,67970.01999999999,19.02856103023516
10N,2012,Jan,84359.0,3567.0,72507.48000000001,20.32730025231287
10Q,2012,Jan,548978.0,24080.0,443168.74000000005,18.404017441860468
10R,2012,Jan,171378.0,8414.0,156315.63,18.578040171143332
10T,2012,Jan,103562.0,7765.0,149014.97,19.190594977462975
10V,2012,Jan,168161.0,9562.0,172568.09,18.04727985777034
10W,2012,Jan,98928.0,4238.0,91764.49,21.6527819726286
10X,2012,Jan,213671.0,10428.0,203370.26999999996,19.50232738780207
10Y,2012,Jan,156171.0,7601.0,155476.72000000003,20.454771740560457
11A,2012,Jan,437677.0,20904.0,413218.63999999996,19.7674435514734
11C,2012,Jan,119827.0,5537.0,107161.95000000004,19.353792667509488
11D,2012,Jan,122029.0,4965.0,93886.58999999998,18.909685800604226
11E,2012,Jan,159904.0,6968.0,123516.73999999999,17.726283008036738
11H,2012,Jan,376986.0,16988.0,296434.8900000001,17.449663880386158
11J,2012,Jan,619106.0,33342.0,614311.2499999999,18.42454711774938
11M,2012,Jan,496709.0,28502.0,519339.17000000004,18.221148340467337
11N,2012,Jan,453574.0,24704.0,468881.47,18.979981784326423
11T,2012,Jan,170640.0,8910.0,161417.04,18.116390572390575
11X,2012,Jan,438437.0,24405.0,418440.41999999987,17.14568408113091
12A,2012,Jan,204972.0,9937.0,186310.80999999997,18.74920096608634
12D,2012,Jan,172928.0,9539.0,195894.93,20.536212391235978
12F,2012,Jan,268747.0,16122.0,305823.37,18.969319563329613
13P,2012,Jan,542668.0,34376.0,822614.3199999998,23.92990225738887
99A,2012,Jan,396128.0,21579.0,422826.6099999999,19.59435608693637
99C,2012,Jan,175585.0,10420.0,189925.29,18.22699520153551
99D,2012,Jan,126824.0,7786.0,156173.25999999998,20.058214744413046
99E,2012,Jan,207630.0,11082.0,240373.32000000007,21.69042772062805
99F,2012,Jan,144540.0,8329.0,161476.58,19.38727098091007
99G,2012,Jan,145859.0,7894.0,155872.23999999996,19.745659994932854
99H,2012,Jan,226936.0,9905.0,183133.68,18.48901362948006
99J,2012,Jan,365318.0,17916.0,361820.8999999999,20.195406340701044
99K,2012,Jan,132882.0,6554.0,120028.01,18.313703082087272
99M,2012,Jan,170761.0,8171.0,169667.08000000002,20.764542895606414
99N,2012,Jan,362681.0,18353.0,365611.61999999994,19.921082111916306
99P,2012,Jan,722197.0,37713.0,617554.0999999997,16.375098772306625
99Q,2012,Jan,234969.0,13203.0,210383.31999999998,15.934508823752175
00C,2012,Feb,84625.0,5293.0,83725.48,15.818152276591723
00D,2012,Feb,232628.0,15116.0,282874.6099999998,18.71358891241068
00F,2012,Feb,168292.0,9968.0,163060.86,16.35843298555377
00G,2012,Feb,125410.0,5168.0,96633.76999999999,18.69848490712074
00H,2012,Feb,103460.0,6240.0,114440.48,18.339820512820513
00J,2012,Feb,198135.0,11861.0,208496.83,17.578351740999913
00K,2012,Feb,228082.0,12036.0,231093.3299999999,19.200176969092713
00L,2012,Feb,264148.0,16865.0,257420.0,15.26356359324044
00M,2012,Feb,230654.0,13128.0,255864.56999999992,19.489988574040215
00N,2012,Feb,125301.0,8055.0,146943.21999999997,18.242485412787087
00P,2012,Feb,231625.0,13478.0,262872.1400000001,19.503794331503197
00Q,2012,Feb,124909.0,8330.0,159891.97000000003,19.19471428571429
00R,2012,Feb,139228.0,9034.0,154673.28000000003,17.121239760903258
00T,2012,Feb,229563.0,15613.0,261721.40000000008,16.763043617498244
00V,2012,Feb,154052.0,8335.0,160093.33000000002,19.207358128374327
00W,2012,Feb,159701.0,8333.0,195835.25000000006,23.501170046801878
00X,2012,Feb,139469.0,8394.0,136676.85,16.28268406004289
00Y,2012,Feb,177319.0,10749.0,255580.4400000001,23.777136477811897
01A,2012,Feb,288876.0,17288.0,345333.6999999998,19.975341277186477
01C,2012,Feb,164531.0,8938.0,149881.60999999996,16.769032221973593
01D,2012,Feb,174292.0,10737.0,203041.04,18.910407003818573
01E,2012,Feb,167553.0,9236.0,163192.54000000004,17.66917929839758
01F,2012,Feb,101262.0,6894.0,127500.1,18.49435741224253
01G,2012,Feb,189822.0,10151.0,207267.32000000007,20.418413949364602
01H,2012,Feb,411612.0,21957.0,404446.93000000005,18.419954001001962
01J,2012,Feb,126163.0,8044.0,150851.14000000007,18.75324962705123
01K,2012,Feb,131046.0,7155.0,134529.84999999998,18.80221523410202
01M,2012,Feb,138202.0,8034.0,182879.49000000008,22.763192681105313
01N,2012,Feb,131660.0,6960.0,156599.04999999996,22.499863505747122
01R,2012,Feb,139532.0,8137.0,162543.58000000002,19.97586088238909
01T,2012,Feb,126822.0,7054.0,133106.9,18.86970513184009
01V,2012,Feb,101234.0,5915.0,96534.04999999997,16.3202113271344
01W,2012,Feb,238998.0,13007.0,236929.04000000007,18.215502421772896
01X,2012,Feb,155786.0,10213.0,174364.04,17.07275433271321
01Y,2012,Feb,187054.0,11485.0,255098.91000000006,22.211485415759693
02A,2012,Feb,181553.0,10048.0,193978.85000000003,19.30521994426752
02D,2012,Feb,79614.0,4671.0,92564.32,19.816810104902594
02E,2012,Feb,154616.0,9255.0,158751.81999999998,17.1530869800108
02F,2012,Feb,206635.0,11097.0,193435.19000000003,17.431304857168605
02G,2012,Feb,90171.0,5223.0,88438.68,16.932544514646754
02H,2012,Feb,257240.0,16023.0,297407.7999999999,18.56130562316669
02M,2012,Feb,126659.0,7684.0,136637.22,17.782043206663197
02N,2012,Feb,124811.0,7088.0,134402.25999999998,18.961944130925506
02P,2012,Feb,180064.0,11475.0,231501.37000000002,20.17441132897604
02Q,2012,Feb,90256.0,5504.0,115639.54000000004,21.010090843023264
02R,2012,Feb,251063.0,16471.0,307819.23,18.688557464634812
02T,2012,Feb,166522.0,9125.0,186559.28,20.444852602739726
02V,2012,Feb,161520.0,8139.0,161962.34999999998,19.899539255436782
02W,2012,Feb,71481.0,6542.0,157427.86,24.064179150106998
02X,2012,Feb,247262.0,16386.0,360013.3899999999,21.970791529354322
02Y,2012,Feb,247261.0,14872.0,265048.56000000006,17.821984938138787
03A,2012,Feb,185941.0,9791.0,180719.08000000002,18.45767337350628
03C,2012,Feb,291181.0,12123.0,234103.66999999995,19.310704446094196
03D,2012,Feb,115576.0,5882.0,110485.64000000001,18.78368582114927
03E,2012,Feb,130748.0,5802.0,110854.27000000003,19.106216821785598
03F,2012,Feb,226105.0,12574.0,234958.46999999994,18.686056147606166
03G,2012,Feb,198646.0,11317.0,217952.15000000002,19.258827427763542
03H,2012,Feb,131600.0,8080.0,160249.67999999993,19.832881188118805
03J,2012,Feb,141150.0,8899.0,180022.19999999998,20.22948645915271
03K,2012,Feb,133511.0,8430.0,162007.76,19.21800237247924
03L,2012,Feb,202117.0,12042.0,236748.7,19.66024746719814
03M,2012,Feb,97630.0,5068.0,97533.57,19.24498224151539
03N,2012,Feb,448552.0,25323.0,447040.3299999999,17.653529597599018
03Q,2012,Feb,277850.0,13002.0,228834.38999999998,17.599937701892017
03R,2012,Feb,283387.0,16918.0,323314.81,19.110699255231115
03T,2012,Feb,199805.0,14784.0,285556.87000000005,19.31526447510823
03V,2012,Feb,40408.0,2119.0,50452.12999999999,23.809405379896173
03W,2012,Feb,254405.0,13555.0,267191.7899999999,19.7116776097381
03X,2012,Feb,79014.0,4601.0,68807.48999999999,14.954898935014125
03Y,2012,Feb,83276.0,5924.0,103682.00999999998,17.50202734638757
04C,2012,Feb,283732.0,19958.0,405218.1499999999,20.3035449443832
04D,2012,Feb,180787.0,10219.0,196370.72999999998,19.216237400919855
04E,2012,Feb,147551.0,8714.0,160961.61000000002,18.471610052788616
04F,2012,Feb,201834.0,9533.0,194942.54999999996,20.4492342389594
04G,2012,Feb,492344.0,26742.0,513536.3099999998,19.203362126991244
04H,2012,Feb,103252.0,5563.0,110965.45,19.94705195038648
04J,2012,Feb,236688.0,14307.0,223107.99000000008,15.59432375760118
04K,2012,Feb,271805.0,13328.0,226343.63999999998,16.982566026410563
04L,2012,Feb,115117.0,6674.0,108736.33000000002,16.29252771950854
04M,2012,Feb,76516.0,4178.0,67535.28,16.16449976065103
04N,2012,Feb,98578.0,4373.0,76677.79000000001,17.534367710953582
04Q,2012,Feb,104115.0,5897.0,119315.99,20.233337290147535
04R,2012,Feb,413961.0,25607.0,386389.0299999999,15.089195532471587
04V,2012,Feb,292840.0,16174.0,321695.45000000007,19.889665512551012
04X,2012,Feb,185324.0,12671.0,275622.6100000001,21.7522381816747
04Y,2012,Feb,102246.0,6120.0,144091.94999999998,23.544436274509803
05A,2012,Feb,360985.0,19750.0,405736.23999999993,20.54360708860759
05C,2012,Feb,250159.0,14779.0,302768.7399999999,20.48641586034237
05D,2012,Feb,106340.0,6137.0,124190.39000000003,20.23633534300147
05F,2012,Feb,149031.0,8594.0,166484.93000000002,19.372228298813127
05G,2012,Feb,166227.0,10840.0,188031.8800000001,17.34611439114392
05H,2012,Feb,147421.0,8935.0,211771.20000000004,23.701309457190828
05J,2012,Feb,135026.0,6962.0,157291.02999999994,22.592793737431762
05L,2012,Feb,402943.0,30290.0,702510.6899999998,23.192825685044564
05N,2012,Feb,243102.0,13064.0,263073.7,20.137300979791796
05P,2012,Feb,186319.0,10750.0,208281.81999999998,19.375053023255813
05Q,2012,Feb,168479.0,9473.0,188332.24000000005,19.880950068616073
05R,2012,Feb,221203.0,10292.0,198044.63,19.24257967353284
05T,2012,Feb,234038.0,13611.0,280447.57,20.604479465138493
05V,2012,Feb,117347.0,6083.0,118459.9,19.473927338484298
05W,2012,Feb,215439.0,14890.0,270910.17,18.194101410342512
05X,2012,Feb,134097.0,7812.0,168562.68,21.577403993855604
05Y,2012,Feb,206247.0,15964.0,277762.2800000001,17.39929090453521
06A,2012,Feb,204901.0,14617.0,285075.5699999999,19.503014982554554
06D,2012,Feb,90218.0,5279.0,122609.03000000001,23.22580602386816
06F,2012,Feb,338882.0,18990.0,334937.7600000001,17.637586097946294
06H,2012,Feb,675672.0,34771.0,626084.2599999998,18.005931954789904
06K,2012,Feb,444661.0,22263.0,411338.4000000002,18.476323945559905
06L,2012,Feb,310118.0,15868.0,267896.50000000006,16.882814469372324
06M,2012,Feb,189366.0,11777.0,201310.03,17.093489853103506
06N,2012,Feb,466617.0,21206.0,359098.52999999985,16.933817315853997
06P,2012,Feb,156631.0,10478.0,200127.71999999994,19.09980148883374
06Q,2012,Feb,301985.0,15807.0,290914.71999999986,18.404170304295555
06T,2012,Feb,263332.0,15400.0,305097.24999999994,19.811509740259737
06V,2012,Feb,139856.0,8236.0,150763.81,18.305465031568723
06W,2012,Feb,167174.0,7296.0,143238.29000000004,19.632441063596495
06Y,2012,Feb,176910.0,9468.0,190647.56000000006,20.13599070553444
07G,2012,Feb,124246.0,7144.0,154638.90999999997,21.645984042553188
07H,2012,Feb,229117.0,12391.0,215401.49000000005,17.38370510854653
07J,2012,Feb,134276.0,9583.0,203250.34,21.209468851090474
07K,2012,Feb,190836.0,10002.0,197602.34,19.756282743451308
07L,2012,Feb,142339.0,8796.0,184304.62000000002,20.95323101409732
07M,2012,Feb,288647.0,16334.0,293251.53,17.95344251255051
07N,2012,Feb,179414.0,10323.0,188535.91999999998,18.263675288191415
07P,2012,Feb,283283.0,19622.0,305142.78,15.551053919070432
07Q,2012,Feb,255750.0,12846.0,235568.43999999997,18.337882609372564
07R,2012,Feb,203003.0,7334.0,113216.04000000002,15.437147532042545
07T,2012,Feb,219452.0,11207.0,259039.2199999999,23.114055501026137
07V,2012,Feb,301680.0,17273.0,295529.62,17.10933943148266
07W,2012,Feb,299269.0,19285.0,314580.51999999984,16.312186673580495
07X,2012,Feb,211081.0,13198.0,258243.58,19.566872253371724
07Y,2012,Feb,205967.0,12366.0,230859.91000000006,18.668923661652926
08A,2012,Feb,212653.0,10883.0,205725.16000000003,18.90335017917854
08C,2012,Feb,157333.0,6639.0,121207.55000000002,18.256898629311646
08D,2012,Feb,220815.0,11517.0,197037.07,17.108367630459323
08E,2012,Feb,187967.0,13719.0,230266.81,16.78451855091479
08F,2012,Feb,204491.0,11013.0,221407.53,20.10419776627622
08G,2012,Feb,214206.0,12692.0,238860.22,18.819746296879924
08H,2012,Feb,175636.0,8352.0,120410.87999999998,14.41701149425287
08J,2012,Feb,149041.0,6666.0,112433.86999999997,16.866767176717666
08K,2012,Feb,307823.0,12936.0,212650.70999999996,16.438675788497214
08L,2012,Feb,234814.0,12686.0,230227.47,18.14815308213779
08M,2012,Feb,271513.0,18477.0,405650.6400000001,21.954356226660177
08N,2012,Feb,213037.0,14936.0,279785.3499999999,18.732281065881086
08P,2012,Feb,157999.0,5179.0,84854.85,16.384408186908672
08Q,2012,Feb,260188.0,11595.0,193895.74000000002,16.72235791289349
08R,2012,Feb,168414.0,8517.0,155329.0,18.2375249500998
08T,2012,Feb,142037.0,7444.0,147062.58,19.755854379365932
08V,2012,Feb,209768.0,12269.0,217706.08,17.74440296682696
08W,2012,Feb,221026.0,12986.0,253862.87,19.54896580933313
08X,2012,Feb,300906.0,11763.0,211131.51000000004,17.948780923233873
08Y,2012,Feb,200588.0,7889.0,131405.84,16.65684370642667
09A,2012,Feb,165985.0,5820.0,98065.02999999998,16.849661512027488
09C,2012,Feb,95496.0,5250.0,116933.93,22.273129523809523
09D,2012,Feb,246425.0,9457.0,188840.56,19.968336681822986
09E,2012,Feb,170878.0,9221.0,184710.61000000004,20.031516104543982
09F,2012,Feb,152396.0,8483.0,144076.57,16.984153011906166
09G,2012,Feb,395188.0,22450.0,504717.18000000017,22.481834298440987
09H,2012,Feb,97051.0,5375.0,118333.77000000002,22.015585116279073
09J,2012,Feb,191882.0,10425.0,228419.83000000002,21.91077505995204
09L,2012,Feb,129916.0,5887.0,107461.59000000003,18.25404960081536
09N,2012,Feb,169943.0,7130.0,128905.08,18.079253856942497
09P,2012,Feb,147619.0,8451.0,179197.76,21.204326115252634
09W,2012,Feb,216659.0,13690.0,291232.84,21.27339956172389
09X,2012,Feb,178339.0,8173.0,157376.32,19.255636853052735
09Y,2012,Feb,280371.0,14295.0,287299.61000000004,20.09790905911158
10A,2012,Feb,158284.0,9803.0,216566.37000000005,22.09184637355912
10C,2012,Feb,72551.0,3529.0,66236.23000000003,18.769121564182495
10D,2012,Feb,83012.0,5459.0,108881.94,19.945400256457226
10E,2012,Feb,111096.0,7364.0,150129.19999999998,20.3869092884302
10G,2012,Feb,105928.0,4946.0,110404.05,22.321886372826526
10H,2012,Feb,253062.0,12263.0,244189.71000000002,19.91272200929626
10J,2012,Feb,168882.0,8878.0,150543.15,16.956876548772247
10K,2012,Feb,160950.0,8763.0,158286.27999999997,18.063024078511923
10L,2012,Feb,117428.0,6720.0,132481.75999999998,19.714547619047615
10M,2012,Feb,89777.0,3572.0,69697.57999999999,19.51220044792833
10N,2012,Feb,84359.0,3567.0,74736.64,20.95223997757219
10Q,2012,Feb,548978.0,24080.0,449771.3400000001,18.678211794019937
10R,2012,Feb,171378.0,8414.0,154155.25,18.321280009507962
10T,2012,Feb,103562.0,7765.0,142407.94999999998,18.339723116548612
10V,2012,Feb,168161.0,9562.0,172851.13999999998,18.07688140556369
10W,2012,Feb,98928.0,4238.0,90429.48,21.337772534214253
10X,2012,Feb,213671.0,10428.0,205432.17000000007,19.70005466052935
10Y,2012,Feb,156171.0,7601.0,151992.79,19.996420207867388
11A,2012,Feb,437677.0,20904.0,419929.89,20.08849454649828
11C,2012,Feb,118167.0,5468.0,109702.14000000003,20.062571324067306
11D,2012,Feb,122029.0,4965.0,89364.5,17.99889224572004
11E,2012,Feb,159904.0,6968.0,129469.65,18.580604190585532
11H,2012,Feb,376986.0,16988.0,298585.56999999995,17.576263833294085
11J,2012,Feb,619106.0,33342.0,619335.8799999998,18.57524683582268
11M,2012,Feb,496709.0,28502.0,507477.6100000002,17.80498245737142
11N,2012,Feb,453574.0,24704.0,477781.23,19.34023761334197
11T,2012,Feb,170640.0,8910.0,164044.45,18.411273849607184
11X,2012,Feb,438437.0,24405.0,424136.87000000017,17.37909731612375
12A,2012,Feb,204972.0,9937.0,186613.87999999998,18.77970011069739
12D,2012,Feb,172928.0,9539.0,190590.27,19.98011007443128
12F,2012,Feb,268747.0,16122.0,300981.59,18.668998263242777
13P,2012,Feb,542668.0,34376.0,813570.3899999998,23.66681376541773
99A,2012,Feb,396128.0,21579.0,417253.07,19.33607071690069
99C,2012,Feb,175585.0,10420.0,193868.96000000002,18.605466410748562
99D,2012,Feb,126824.0,7786.0,160482.96000000002,20.61173388132546
99E,2012,Feb,207630.0,11082.0,234570.37000000005,21.166790290561277
99F,2012,Feb,144540.0,8329.0,175472.46999999997,21.067651578820982
99G,2012,Feb,145859.0,7894.0,151594.55999999994,19.203769951862167
99H,2012,Feb,226936.0,9905.0,177992.07000000004,17.969921251892988
99J,2012,Feb,365318.0,17916.0,353477.17999999993,19.729693011832996
99K,2012,Feb,132882.0,6554.0,123873.39,18.90042569423253
99M,2012,Feb,170761.0,8171.0,180534.59000000003,22.094552686329706
99N,2012,Feb,362681.0,18353.0,373019.97000000003,20.324740914291944
99P,2012,Feb,722197.0,37713.0,636312.7999999997,16.872505502081502
99Q,2012,Feb,234969.0,13203.0,214647.64000000007,16.257489964402037
00C,2012,Mar,84625.0,5293.0,86022.70000000001,16.25216323446061
00D,2012,Mar,232628.0,15116.0,303660.06999999995,20.088652421275466
00F,2012,Mar,168292.0,9968.0,176814.10999999996,17.738173154093094
00G,2012,Mar,125410.0,5168.0,104256.12000000002,20.173397832817344
00H,2012,Mar,103460.0,6240.0,119689.78,19.181054487179487
00J,2012,Mar,198135.0,11861.0,234560.24999999994,19.775756681561415
00K,2012,Mar,228082.0,12036.0,252171.78999999995,20.95146144898637
00L,2012,Mar,264148.0,16865.0,277295.01999999996,16.442040913133706
00M,2012,Mar,230654.0,13128.0,275252.7299999999,20.966844149908585
00N,2012,Mar,125301.0,8055.0,155924.71,19.35750589695841
00P,2012,Mar,231625.0,13478.0,291193.74999999994,21.605115744175688
00Q,2012,Mar,124909.0,8330.0,177601.75999999998,21.320739495798318
00R,2012,Mar,139228.0,9034.0,174615.33,19.32868386096967
00T,2012,Mar,229563.0,15613.0,291087.20000000007,18.643899314673675
00V,2012,Mar,154052.0,8335.0,167358.65000000002,20.079022195560892
00W,2012,Mar,159701.0,8333.0,206490.65,24.77986919476779
00X,2012,Mar,139469.0,8394.0,154346.12000000002,18.387672146771507
00Y,2012,Mar,177319.0,10749.0,266915.5000000001,24.831658758954333
01A,2012,Mar,288876.0,17288.0,367704.5000000001,21.269348681166132
01C,2012,Mar,164531.0,8938.0,167989.8,18.795010069366747
01D,2012,Mar,174292.0,10737.0,226501.37000000002,21.095405606780293
01E,2012,Mar,167553.0,9236.0,178017.48000000004,19.274304893893465
01F,2012,Mar,101262.0,6894.0,134978.78999999998,19.579168842471713
01G,2012,Mar,189822.0,10151.0,224725.97999999995,22.138309526155055
01H,2012,Mar,411612.0,21957.0,447964.20000000007,20.401885503484085
01J,2012,Mar,126163.0,8044.0,166939.82,20.753334162108406
01K,2012,Mar,131046.0,7155.0,144797.49,20.237245283018865
01M,2012,Mar,138202.0,8034.0,195057.06000000003,24.278946975354746
01N,2012,Mar,131660.0,6960.0,167183.17,24.02057040229885
01R,2012,Mar,139532.0,8137.0,175190.04,21.53005284502888
01T,2012,Mar,126822.0,7054.0,137714.22999999998,19.52285653529912
01V,2012,Mar,101234.0,5915.0,103996.57999999999,17.58183939137785
01W,2012,Mar,237826.0,12937.0,264636.0,20.45574708201283
01X,2012,Mar,155786.0,10213.0,193936.15999999997,18.989147165377457
01Y,2012,Mar,187054.0,11485.0,280424.83999999997,24.416616456247276
02A,2012,Mar,181553.0,10048.0,214770.68000000005,21.37447054140128
02D,2012,Mar,79614.0,4671.0,106017.39000000003,22.69693641618498
02E,2012,Mar,154616.0,9255.0,169988.47999999995,18.367204754186922
02F,2012,Mar,206635.0,11097.0,216498.37000000002,19.509630530774086
02G,2012,Mar,90171.0,5223.0,100692.79000000002,19.278726785372395
02H,2012,Mar,257240.0,16023.0,326819.58000000013,20.39690320164764
02M,2012,Mar,126659.0,7684.0,144873.34999999998,18.853897709526287
02N,2012,Mar,124811.0,7088.0,144159.43999999997,20.338521444695257
02P,2012,Mar,180064.0,11475.0,250097.92000000007,21.795025708061008
02Q,2012,Mar,90256.0,5504.0,125973.74,22.88767078488372
02R,2012,Mar,251063.0,16471.0,338931.68000000005,20.577480420132357
02T,2012,Mar,166522.0,9125.0,205929.68000000002,22.567636164383565
02V,2012,Mar,161520.0,8139.0,166239.90000000002,20.42510136380391
02W,2012,Mar,71481.0,6542.0,163977.21000000002,25.065302659737085
02X,2012,Mar,247262.0,16386.0,407923.31999999995,24.894624679604537
02Y,2012,Mar,247261.0,14872.0,287585.27,19.337363501882734
03A,2012,Mar,185941.0,9791.0,202000.51999999996,20.63124502093759
03C,2012,Mar,291181.0,12123.0,253332.43000000002,20.896843190629383
03D,2012,Mar,115576.0,5882.0,125940.72000000003,21.41120707242435
03E,2012,Mar,130748.0,5802.0,120875.48,20.833416063426405
03F,2012,Mar,226105.0,12574.0,260199.61000000004,20.693463496103075
03G,2012,Mar,198646.0,11317.0,237741.86999999997,21.007499337280194
03H,2012,Mar,131600.0,8080.0,169515.39999999997,20.979628712871282
03J,2012,Mar,141150.0,8899.0,191722.72999999998,21.544300483200356
03K,2012,Mar,133511.0,8430.0,187196.56,22.20599762752076
03L,2012,Mar,202117.0,12042.0,269132.52,22.349486796213256
03M,2012,Mar,97630.0,5068.0,108598.95999999999,21.428366219415942
03N,2012,Mar,448552.0,25323.0,485281.52000000014,19.16366623227896
03Q,2012,Mar,277850.0,13002.0,254143.7499999999,19.54651207506537
03R,2012,Mar,283387.0,16918.0,350282.3999999999,20.70471686960633
03T,2012,Mar,199805.0,14784.0,311270.98000000004,21.054584686147187
03V,2012,Mar,40408.0,2119.0,53803.77,25.391113732892872
03W,2012,Mar,254405.0,13555.0,297360.09,21.937299151604577
03X,2012,Mar,79014.0,4601.0,73855.37000000001,16.05202564659857
03Y,2012,Mar,83276.0,5924.0,112262.70999999999,18.950491222147196
04C,2012,Mar,283732.0,19958.0,424210.8100000001,21.2551763703778
04D,2012,Mar,180787.0,10219.0,211286.77999999994,20.675876308836475
04E,2012,Mar,147551.0,8714.0,176078.89000000004,20.20643676841864
04F,2012,Mar,201834.0,9533.0,212983.82,22.34174131962656
04G,2012,Mar,492344.0,26742.0,546947.1100000001,20.452737641163715
04H,2012,Mar,103252.0,5563.0,121962.56999999998,21.923884594643173
04J,2012,Mar,236688.0,14307.0,245217.71,17.139701544698397
04K,2012,Mar,271805.0,13328.0,239525.78,17.971622148859545
04L,2012,Mar,115117.0,6674.0,119515.76000000001,17.907665567875338
04M,2012,Mar,76516.0,4178.0,72586.68,17.373547151747246
04N,2012,Mar,98578.0,4373.0,81824.48000000003,18.711292019208788
04Q,2012,Mar,104115.0,5897.0,126772.18,21.497741224351365
04R,2012,Mar,413961.0,25607.0,417526.63999999996,16.30517592845706
04V,2012,Mar,292840.0,16174.0,349270.91000000003,21.594590701125266
04X,2012,Mar,185324.0,12671.0,301079.52999999997,23.761307710520082
04Y,2012,Mar,102246.0,6120.0,157388.34000000003,25.71704901960785
05A,2012,Mar,360985.0,19750.0,421754.80000000005,21.35467341772152
05C,2012,Mar,250159.0,14779.0,335610.35,22.70859665741931
05D,2012,Mar,106340.0,6137.0,140376.61,22.873816196838845
05F,2012,Mar,149031.0,8594.0,172048.73999999993,20.019634628810792
05G,2012,Mar,166227.0,10840.0,202906.57000000004,18.71831826568266
05H,2012,Mar,147421.0,8935.0,230674.41000000003,25.816945719082263
05J,2012,Mar,135026.0,6962.0,162475.16,23.337426027003737
05L,2012,Mar,402943.0,30290.0,727715.2800000003,24.024934962033683
05N,2012,Mar,243102.0,13064.0,272197.7100000001,20.835709583588493
